model,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_conditions_count,rules_count,dataset
RF_0,0.9733727810650888,0.7823529411764706,0.9743237531699068,0.763804253202338,0.9644904105431495,0.7079309063893017,1.2575351790521987,0.8619368981026019,0.9743237531699068,0.763804253202338,0.16,0.99,3.01,676,vehicle
SVC_1,0.9689349112426036,0.8294117647058824,0.969694717018535,0.8145153457653458,0.9585735963581185,0.7697230136858331,1.2505440772711076,0.8367987980728847,0.969694717018535,0.8145153457653458,0.17,0.99,3.08,676,vehicle
XGB_0,0.9733727810650888,0.8294117647058824,0.9736547011338752,0.81062383286648,0.9644710217501116,0.770687008698079,1.253535744359256,0.947151440481448,0.9736547011338752,0.81062383286648,0.18,0.99,3.16,676,vehicle
RF_1,0.9986945169712794,0.96875,0.9981132075471698,0.9725829725829728,0.9971126373005044,0.9317211948790896,0.6354828695165737,0.5194695932363746,0.9981132075471698,0.9725829725829728,0.16,1.0,3.62,766,tic-tac-toe
SVC_1,1.0,0.9635416666666666,1.0,0.9732824427480916,1.0,0.9184069936862554,0.636212111503657,0.5077245269864326,1.0,0.9732824427480916,0.17,1.0,3.59,766,tic-tac-toe
XGB_2,0.9986945169712794,0.96875,0.9981132075471698,0.9725829725829728,0.9971126373005044,0.9317211948790896,0.6354828695165737,0.5194695932363746,0.9981132075471698,0.9725829725829728,0.16,1.0,3.62,766,tic-tac-toe
RF_2,0.8671875,0.9015544041450776,0.8698119025593587,0.9057734204793028,0.7337412052615478,0.8024990574675499,0.3040922469484277,0.3784608026679826,0.8698119025593587,0.9057734204793028,0.63,0.95,3.75,768,mammographic-masses
SVC_1,1.0,1.0,1.0,1.0,1.0,1.0,0.6567294596789176,0.670409959717846,1.0,1.0,1.0,1.0,1.0,768,mammographic-masses
XGB_0,0.9713541666666666,0.9689119170984456,0.9694055944055944,0.9685394479460988,0.9421052631578948,0.9370788958921974,0.5658770203589392,0.5489025835130615,0.9694055944055944,0.9685394479460988,0.73,0.99,2.03,768,mammographic-masses
RF_2,0.9383886255924172,0.919431279620853,0.9251106298841916,0.9124869383490072,0.8605818408228874,0.8148836249161377,0.4083940438148166,0.353799506137847,0.9251106298841916,0.9124869383490072,0.35,0.98,4.57,844,qsar-biodeg
SVC_1,0.9561611374407584,0.924170616113744,0.9459343905472636,0.9072948328267476,0.8981407789157805,0.8264802631578947,0.4459880319617236,0.3676674199989038,0.9459343905472636,0.9072948328267476,0.39,0.99,3.11,844,qsar-biodeg
XGB_0,0.95260663507109,0.919431279620853,0.9385460936251796,0.8890961857379768,0.890477086482874,0.8071816373703167,0.4404237580816962,0.3451964251745455,0.9385460936251796,0.8890961857379768,0.45,0.99,4.81,844,qsar-biodeg
RF_0,0.9835164835164836,0.8589341692789969,0.9835347190579956,0.8517304639580068,0.981682681939086,0.842726296645266,2.211801439430713,1.7360753399738276,0.9835347190579956,0.8517304639580068,0.41,1.0,5.08,1274,semeion
SVC_0,0.9843014128728416,0.8307210031347962,0.9843608589213094,0.826851433698183,0.982554923236185,0.8113191013943504,2.213743005603835,1.638430441344176,0.9843608589213094,0.826851433698183,0.42,1.0,5.24,1274,semeion
XGB_1,0.9835164835164836,0.8495297805642633,0.9835347190579956,0.8483293419261162,0.981682681939086,0.8321862259436237,2.211801439430713,1.701086482875117,0.9835347190579956,0.8483293419261162,0.41,1.0,5.08,1274,semeion
RF_2,0.9732272069464544,0.96242774566474,0.8755564820771317,0.8395615929987815,0.9408067159963328,0.9212962152893212,0.7125701381394232,0.744313210759034,0.8755564820771317,0.8395615929987815,0.33,0.99,2.85,1382,car
SVC_0,0.9732272069464544,0.96242774566474,0.8994366673351828,0.8741477285202994,0.9412013623934335,0.92265098362911,0.719895721995905,0.7683469133099998,0.8994366673351828,0.8741477285202994,0.33,0.99,2.87,1382,car
XGB_1,0.9732272069464544,0.9566473988439308,0.8755564820771317,0.8156569494335452,0.9408067159963328,0.9092974484445998,0.7125701381394232,0.7185389360247775,0.8755564820771317,0.8156569494335452,0.33,0.99,2.85,1382,car
RF_2,0.991875,0.875,0.9919844947560716,0.8723697456527411,0.9909707408593944,0.8607484769364665,2.25319624015476,1.8016037175456747,0.9919844947560716,0.8723697456527411,0.3,0.99,3.4,1600,cmc
SVC_0,0.99375,0.875,0.993928039971481,0.8651347235349162,0.9930500987971892,0.8603634738774969,2.263469814241361,1.803583989566751,0.993928039971481,0.8651347235349162,0.34,0.99,3.23,1600,cmc
XGB_1,0.991875,0.8675,0.9919844947560716,0.8642910845646121,0.9909707408593944,0.852596594425092,2.25319624015476,1.803820545643785,0.9919844947560716,0.8642910845646121,0.3,0.99,3.4,1600,cmc
RF_0,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.83,1.0,1.91,1760,titanic
SVC_1,1.0,1.0,1.0,1.0,1.0,1.0,0.5074102275122094,0.5591996853260961,1.0,1.0,1.0,1.0,1.0,1760,titanic
XGB_0,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.83,1.0,1.91,1760,titanic
RF_0,0.9816017316017316,0.9567099567099568,0.9810850947995908,0.9599257688229056,0.9785317598886408,0.9493432161575404,1.8573020442312187,1.761955653535389,0.9810850947995908,0.9599257688229056,0.7,0.99,2.46,1848,segment
SVC_1,0.9805194805194806,0.9545454545454546,0.9804293303704243,0.9562948052185402,0.977269388226467,0.9468491319568088,1.854433330810884,1.7407604776587091,0.9804293303704243,0.9562948052185402,0.72,0.99,2.46,1848,segment
XGB_1,0.9816017316017316,0.948051948051948,0.9810850947995908,0.9533967506271216,0.9785317598886408,0.9392741153726089,1.8573020442312187,1.7479193388547771,0.9810850947995908,0.9533967506271216,0.7,0.99,2.46,1848,segment
RF_0,0.9743589743589745,0.9613152804642168,0.8007518796992481,0.7315533980582525,0.7385361499411682,0.0844696298919779,0.1205364374825944,0.0037292644807271,0.8007518796992481,0.7315533980582525,0.29,0.98,3.62,2067,seismic-bumps
SVC_0,1.0,1.0,1.0,1.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2067,seismic-bumps
XGB_2,0.9724238026124818,0.9516441005802708,0.7876203899459714,0.6498349834983498,0.7138057934049917,0.2193634112459986,0.1114365383251625,0.0112957512085091,0.7876203899459714,0.6498349834983498,0.29,0.98,2.84,2067,seismic-bumps
RF_1,1.0,0.6653846153846154,1.0,0.6661781468816154,1.0,0.3316689072402535,0.6930431643794752,0.0564504426317951,1.0,0.6661781468816154,0.01,1.0,1.75,2080,madelon
SVC_0,0.997596153846154,0.7288461538461538,0.9976569821930646,0.7267857142857143,0.9951896659222984,0.4539767649687221,0.6776329846014899,0.1066272118024621,0.9976569821930646,0.7267857142857143,0.02,1.0,1.84,2080,madelon
XGB_2,1.0,0.65,1.0,0.6507823718375745,1.0,0.3009410409064721,0.6930431643794752,0.0463075133735525,1.0,0.6507823718375745,0.01,1.0,1.75,2080,madelon
RF_1,0.9434850863422292,0.9498432601880876,0.9409682436951696,0.9506680485668068,0.909130512203331,0.9172157637145858,0.7924882461279774,0.7983985885865297,0.9409682436951696,0.9506680485668068,0.65,0.96,4.07,2548,dna
SVC_0,0.9509419152276296,0.9529780564263324,0.9474109798634632,0.9396775383953588,0.9209110648027669,0.9227434549901916,0.8116633233843056,0.8129896354761439,0.9474109798634632,0.9396775383953588,0.64,0.97,4.06,2548,dna
