model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_rule_quality,rules_count,dataset,model,approx,filter_key
SVC,1,RK,Corr,0.7898172323759791,0.7447916666666666,0.791385595334024,0.7472781879614566,0.5518709893096707,0.4565619223659889,0.16172519687207687,0.11131475012114186,0.791385595334024,0.7472781879614566,0.15791842981903303,0.8378462273354369,0.2650305532305421,29,tic-tac-toe,SVC_1,RK_Corr,tic-tac-toe_SVC_1
SVC,1,RK,Prec,0.9986945169712794,0.9322916666666666,0.9990215264187868,0.9197221874608936,0.9970636265362294,0.8431372549019608,0.6276700465279785,0.3809932937328038,0.9990215264187868,0.9197221874608936,0.05879336068631109,0.9814709140143671,0.9814709140143671,56,tic-tac-toe,SVC_1,RK_Prec,tic-tac-toe_SVC_1
XGB,0,RK,C2,0.9713541666666666,0.9430051813471504,0.9713723776223776,0.9451749619647902,0.9423328964613368,0.8852990437084661,0.5600901901878546,0.476731691478101,0.9713723776223776,0.9451749619647902,0.3602430555555555,0.962361122468846,0.7846972416536173,9,mammographic-masses,XGB_0,RK_C2,mammographic-masses_XGB_0
XGB,0,RK,Corr,0.9036458333333334,0.8652849740932642,0.9101835664335663,0.875081504020865,0.8087031451960361,0.7334254143646409,0.4152780646263827,0.3323248123156483,0.9101835664335663,0.875081504020865,0.6020833333333333,0.8008941359795537,0.6556650851083944,5,mammographic-masses,XGB_0,RK_Corr,mammographic-masses_XGB_0
XGB,0,RK,Prec,0.98828125,0.9792746113989638,0.988090034965035,0.977885242338622,0.9763934426229508,0.95795664960244,0.6259167182705638,0.5879340658891368,0.988090034965035,0.977885242338622,0.17675781250000003,0.9934468108280452,0.9934468108280452,32,mammographic-masses,XGB_0,RK_Prec,mammographic-masses_XGB_0
RF,2,RK,C2,0.875,0.8963730569948186,0.8726282248946449,0.894880174291939,0.7468531756659319,0.789760348583878,0.3113210136828574,0.35387705223460025,0.8726282248946449,0.894880174291939,0.3994984567901234,0.8741938344215471,0.6161447438433248,27,mammographic-masses,RF_2,RK_C2,mammographic-masses_RF_2
RF,2,RK,Corr,0.8580729166666666,0.8601036269430051,0.8607359440846952,0.8649782135076253,0.7155439569401403,0.7200343845699242,0.28732153225253865,0.2954446277632384,0.8607359440846952,0.8649782135076253,0.5162760416666666,0.7873674434674549,0.5935485057438833,12,mammographic-masses,RF_2,RK_Corr,mammographic-masses_RF_2
RF,2,RK,Prec,0.8841145833333334,0.8911917098445595,0.8798334875115634,0.8889978213507626,0.7643652008439168,0.7789714784315864,0.32997447201961533,0.3424273347113084,0.8798334875115634,0.8889978213507626,0.156156994047619,0.9569332007844102,0.9569332007844102,84,mammographic-masses,RF_2,RK_Prec,mammographic-masses_RF_2
SVC,1,RK,C2,1,1,1,1,1,1,0.6567294596789176,0.670409959717846,1,1,0.5,1,1,2,mammographic-masses,SVC_1,RK_C2,mammographic-masses_SVC_1
SVC,1,RK,Corr,1,1,1,1,1,1,0.6567294596789176,0.670409959717846,1,1,0.5,1,1,2,mammographic-masses,SVC_1,RK_Corr,mammographic-masses_SVC_1
SVC,1,RK,Prec,1,1,1,1,1,1,0.6567294596789176,0.670409959717846,1,1,0.5,1,1,2,mammographic-masses,SVC_1,RK_Prec,mammographic-masses_SVC_1
XGB,0,RK,C2,0.9585308056872038,0.909952606635071,0.9495158971081642,0.8781612769485904,0.9049830809412917,0.7844971241197656,0.45925372509933726,0.32238478313170105,0.9495158971081642,0.8781612769485904,0.23995625227852715,0.9793566621191364,0.686855631747427,65,qsar-biodeg,XGB_0,RK_C2,qsar-biodeg_XGB_0
XGB,0,RK,Corr,0.914691943127962,0.8815165876777251,0.8878798530116632,0.8413660862354893,0.7998036515539859,0.7140766437205268,0.3396633512287182,0.26117820783436857,0.8878798530116632,0.8413660862354893,0.4345633039945836,0.90563357978043,0.6350152470188857,35,qsar-biodeg,XGB_0,RK_Corr,qsar-biodeg_XGB_0
XGB,0,RK,Prec,0.9988151658767772,0.919431279620853,0.9981818181818182,0.8970771144278606,0.9973005475666548,0.810322034794564,0.6224833269056658,0.3455560289841481,0.9981818181818182,0.8970771144278606,0.0690536137440758,0.9992578125,0.9992578125,96,qsar-biodeg,XGB_0,RK_Prec,qsar-biodeg_XGB_0
RF,2,RK,C2,0.9312796208530806,0.933649289099526,0.9214637667514044,0.93521421107628,0.845836981236655,0.8493932905067809,0.391952701086391,0.3978771497668449,0.9214637667514044,0.93521421107628,0.17245017204440688,0.96661867797585,0.6068462814078389,73,qsar-biodeg,RF_2,RK_C2,qsar-biodeg_RF_2
RF,2,RK,Corr,0.8720379146919431,0.8862559241706162,0.8457835106549917,0.8553291536050156,0.7073828433481217,0.7287045965927355,0.25875627295072345,0.269518850179838,0.8457835106549917,0.8553291536050156,0.4822274881516588,0.8457343971319448,0.54233134813975,34,qsar-biodeg,RF_2,RK_Corr,qsar-biodeg_RF_2
RF,2,RK,Prec,0.9964454976303316,0.9289099526066352,0.9947368421052633,0.9235109717868338,0.9920329255399486,0.8366620219848273,0.6173377799622894,0.37689566704718513,0.9947368421052633,0.9235109717868338,0.04778468629070827,0.9963796448081104,0.9963796448081104,109,qsar-biodeg,RF_2,RK_Prec,qsar-biodeg_RF_2
SVC,1,RK,C2,0.9609004739336492,0.924170616113744,0.9484089966832504,0.9144883485309016,0.9086016565375478,0.8289766970618034,0.4599261654713656,0.3719065108202017,0.9484089966832504,0.9144883485309016,0.21155478531513053,0.9840439368369508,0.6585064651313671,67,qsar-biodeg,SVC_1,RK_C2,qsar-biodeg_SVC_1
SVC,1,RK,Corr,0.919431279620853,0.8815165876777251,0.8900938018242123,0.8430091185410334,0.8075798621355578,0.7196683849710368,0.34500721867930345,0.27183758964959326,0.8900938018242123,0.8430091185410334,0.4619706466901085,0.90512209752956,0.6196128869476252,31,qsar-biodeg,SVC_1,RK_Corr,qsar-biodeg_SVC_1
SVC,1,RK,Prec,0.995260663507109,0.9289099526066352,0.9925373134328358,0.903647416413374,0.9890212810239868,0.8343018690120936,0.5966884739965506,0.38054537760431184,0.9925373134328358,0.903647416413374,0.07316350710900471,1,1,80,qsar-biodeg,SVC_1,RK_Prec,qsar-biodeg_SVC_1
XGB,1,RK,C2,0.976452119309262,0.8495297805642633,0.9764475548749856,0.8500774839000644,0.9738307723277192,0.8323515886745352,2.181057386449751,1.7248891827296793,0.9764475548749856,0.8500774839000644,0.03997301399898802,0.9865220941056912,0.6842488804933222,121,semeion,XGB_1,RK_C2,semeion_XGB_1
XGB,1,RK,Corr,0.9317111459968604,0.8495297805642633,0.9316156916105192,0.8495938886422756,0.9241120975742684,0.8322487346348518,1.9802406431430528,1.7499911641270312,0.9316156916105192,0.8495938886422756,0.07448243720565148,0.8714266640506205,0.7022166440723021,64,semeion,XGB_1,RK_Corr,semeion_XGB_1
XGB,1,RK,Prec,0.9803767660910518,0.8244514106583072,0.98030495876988,0.8223211100146584,0.9781907423296122,0.8044423036924324,2.2052556736040727,1.6325227384703016,0.98030495876988,0.8223211100146584,0.02008522090154741,0.998901098901099,0.998901098901099,175,semeion,XGB_1,RK_Prec,semeion_XGB_1
RF,0,RK,C2,0.976452119309262,0.8463949843260188,0.9764475548749856,0.8411525864289098,0.9738307723277192,0.8289244711007016,2.181057386449751,1.714021738660768,0.9764475548749856,0.8411525864289098,0.03997301399898802,0.9865220941056912,0.6842488804933222,121,semeion,RF_0,RK_C2,semeion_RF_0
RF,0,RK,Corr,0.9317111459968604,0.8746081504702194,0.9316156916105192,0.8706571749861041,0.9241120975742684,0.8603159312088802,1.9802406431430528,1.815980620831234,0.9316156916105192,0.8706571749861041,0.07448243720565148,0.8714266640506205,0.7022166440723021,64,semeion,RF_0,RK_Corr,semeion_RF_0
RF,0,RK,Prec,0.9803767660910518,0.8213166144200627,0.98030495876988,0.8139210856083261,0.9781907423296122,0.8009807033481825,2.2052556736040727,1.6265393444055831,0.98030495876988,0.8139210856083261,0.02008522090154741,0.998901098901099,0.998901098901099,175,semeion,RF_0,RK_Prec,semeion_RF_0
SVC,0,RK,C2,0.9748822605965464,0.8432601880877743,0.9748477206498404,0.8415730861334577,0.9720855073059174,0.825578216414238,2.174662085130712,1.6884832887005132,0.9748477206498404,0.8415730861334577,0.0407051282051282,0.9858634393526644,0.6871034119067005,120,semeion,SVC_0,RK_C2,semeion_SVC_0
SVC,0,RK,Corr,0.9285714285714286,0.8557993730407524,0.92846343591393,0.8532136236191963,0.9206243572732364,0.8393650793650793,1.9632652968082405,1.7228857671772468,0.92846343591393,0.8532136236191963,0.07576437168273902,0.8661836844901187,0.7032103038306308,63,semeion,SVC_0,RK_Corr,semeion_SVC_0
SVC,0,RK,Prec,0.9835164835164836,0.7931034482758621,0.9835389488502934,0.789123525560058,0.9816808633014708,0.7697984889403995,2.2206339725468256,1.525197341297133,0.9835389488502934,0.789123525560058,0.0199265020693592,0.9989073426573428,0.9989073426573428,176,semeion,SVC_0,RK_Prec,semeion_SVC_0
XGB,1,RK,C2,0.9609261939218524,0.9450867052023122,0.9006846982207848,0.8267339043934787,0.915275653841307,0.8864535295438452,0.6768003336612458,0.6739176354222871,0.9006846982207848,0.8267339043934787,0.0481548480463097,0.95065802863349,0.5479771176071337,60,car,XGB_1,RK_C2,car_XGB_1
XGB,1,RK,Corr,0.8437047756874095,0.8526011560693642,0.755403033213779,0.7616261398176292,0.6854868278538948,0.7133155705744736,0.45311456942018696,0.5146102550978473,0.755403033213779,0.7616261398176292,0.2872648335745297,0.7497960120084947,0.49802226178391534,10,car,XGB_1,RK_Corr,car_XGB_1
XGB,1,RK,Prec,0.97178002894356,0.9335260115606936,0.8896491102455417,0.8037717601547388,0.9376450471670827,0.8605523235438425,0.7026859192285668,0.6224480801359156,0.8896491102455417,0.8037717601547388,0.03129058592155552,0.9319662307247176,0.9319662307247176,78,car,XGB_1,RK_Prec,car_XGB_1
RF,2,RK,C2,0.9609261939218524,0.9450867052023122,0.9006846982207848,0.8325656364240611,0.915275653841307,0.8863711001642036,0.6768003336612458,0.6839556867999579,0.9006846982207848,0.8325656364240611,0.0481548480463097,0.95065802863349,0.5479771176071337,60,car,RF_2,RK_C2,car_RF_2
RF,2,RK,Corr,0.8437047756874095,0.861271676300578,0.755403033213779,0.7763002658690595,0.6854868278538948,0.7297974457008054,0.45311456942018696,0.5337685519706804,0.755403033213779,0.7763002658690595,0.2872648335745297,0.7497960120084947,0.49802226178391534,10,car,RF_2,RK_Corr,car_RF_2
RF,2,RK,Prec,0.97178002894356,0.9393063583815028,0.8896491102455417,0.8211739780658025,0.9376450471670827,0.8725017108564811,0.7026859192285668,0.6440122670089428,0.8896491102455417,0.8211739780658025,0.03129058592155552,0.9319662307247176,0.9319662307247176,78,car,RF_2,RK_Prec,car_RF_2
SVC,0,RK,C2,0.93849493487699,0.9248554913294798,0.8626828561242029,0.8285747535296313,0.8690294218318488,0.848020002703068,0.6275926398192991,0.6340762699359452,0.8626828561242029,0.8285747535296313,0.04999111381928047,0.9516992050856344,0.549309337264735,57,car,SVC_0,RK_C2,car_SVC_0
SVC,0,RK,Corr,0.8277858176555717,0.8294797687861272,0.7201551168776024,0.7236253650396329,0.6267238639974579,0.6419350312214973,0.3469355591019684,0.39714246113269813,0.7201551168776024,0.7236253650396329,0.2872648335745297,0.7562158713357923,0.5012555314693538,10,car,SVC_0,RK_Corr,car_SVC_0
SVC,0,RK,Prec,0.9681620839363242,0.9277456647398844,0.8929424879064741,0.7766183606701359,0.9301948089219502,0.8512774663869881,0.6980442386348212,0.6315024872162193,0.8929424879064741,0.7766183606701359,0.03170462335288294,0.942241192715352,0.942241192715352,76,car,SVC_0,RK_Prec,car_SVC_0
XGB,1,RK,C2,0.984375,0.8575,0.9844770178814156,0.8531940729188199,0.982635203391692,0.8413791664057771,2.215927367479579,1.7594647630740576,0.9844770178814156,0.8531940729188199,0.02731892523364484,0.9982275728949314,0.6352480014399497,214,cmc,XGB_1,RK_C2,cmc_XGB_1
XGB,1,RK,Corr,0.910625,0.8125,0.9124147651636438,0.7993275133245795,0.9006566732837659,0.791327573974375,1.9905173953859576,1.698683867116274,0.9124147651636438,0.7993275133245795,0.07834183673469386,0.9056314433348348,0.747948366240741,98,cmc,XGB_1,RK_Corr,cmc_XGB_1
XGB,1,RK,Prec,0.989375,0.8325,0.989308255444804,0.829950171269488,0.988191517949978,0.8137453175711833,2.2456448985895228,1.703502239767692,0.989308255444804,0.829950171269488,0.01706074297188754,0.999330655957162,0.999330655957162,249,cmc,XGB_1,RK_Prec,cmc_XGB_1
RF,2,RK,C2,0.984375,0.845,0.9844770178814156,0.8385320024782216,0.982635203391692,0.8272499303427139,2.215927367479579,1.7028521464033606,0.9844770178814156,0.8385320024782216,0.02731892523364484,0.9982275728949314,0.6352480014399497,214,cmc,RF_2,RK_C2,cmc_RF_2
RF,2,RK,Corr,0.910625,0.8275,0.9124147651636438,0.8033879199881826,0.9006566732837659,0.8074669345387577,1.9905173953859576,1.7017517485258455,0.9124147651636438,0.8033879199881826,0.07834183673469386,0.9056314433348348,0.747948366240741,98,cmc,RF_2,RK_Corr,cmc_RF_2
RF,2,RK,Prec,0.989375,0.83,0.989308255444804,0.827782840990994,0.988191517949978,0.8107259910790706,2.2456448985895228,1.691659027765954,0.989308255444804,0.827782840990994,0.01706074297188754,0.999330655957162,0.999330655957162,249,cmc,RF_2,RK_Prec,cmc_RF_2
SVC,0,RK,C2,0.984375,0.8825,0.9843982013225248,0.877712579995956,0.982622506981408,0.8688057837109819,2.211947122798902,1.8138212020247173,0.9843982013225248,0.877712579995956,0.03662371134020617,0.9983960659812204,0.6804887185679007,194,cmc,SVC_0,RK_C2,cmc_SVC_0
SVC,0,RK,Corr,0.969375,0.8725,0.9694509879412928,0.8609189993432613,0.9659393146329744,0.8575150342592528,2.128119070011134,1.77649242322618,0.9694509879412928,0.8609189993432613,0.06872282608695653,0.966332965618127,0.7761658218532834,92,cmc,SVC_0,RK_Corr,cmc_SVC_0
SVC,0,RK,Prec,0.989375,0.8575,0.9890352093210836,0.8546056256181418,0.9881820879556792,0.8407865702075361,2.2429730091246736,1.7529092646875828,0.9890352093210836,0.8546056256181418,0.02255274261603375,1,1,237,cmc,SVC_0,RK_Prec,cmc_SVC_0
XGB,0,RK,C2,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.38715909090909095,0.9993635640413684,0.8049722458568829,5,titanic,XGB_0,RK_C2,titanic_XGB_0
XGB,0,RK,Corr,0.9926136363636364,0.9931972789115646,0.9700460829493088,0.9794520547945204,0.9649307812097654,0.9749635713339516,0.33074132175712245,0.4091839512627503,0.9700460829493088,0.9794520547945204,0.4421875,0.8457401896850338,0.6310923402208192,4,titanic,XGB_0,RK_Corr,titanic_XGB_0
XGB,0,RK,Prec,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.3053977272727273,1,1,4,titanic,XGB_0,RK_Prec,titanic_XGB_0
RF,0,RK,C2,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.38715909090909095,0.9993635640413684,0.8049722458568829,5,titanic,RF_0,RK_C2,titanic_RF_0
RF,0,RK,Corr,0.9926136363636364,0.9931972789115646,0.9700460829493088,0.9794520547945204,0.9649307812097654,0.9749635713339516,0.33074132175712245,0.4091839512627503,0.9700460829493088,0.9794520547945204,0.4421875,0.8457401896850338,0.6310923402208192,4,titanic,RF_0,RK_Corr,titanic_RF_0
RF,0,RK,Prec,0.9977272727272728,0.9977324263038548,0.9907834101382488,0.9931506849315068,0.9894033036405072,0.9917466734040762,0.3576297425149626,0.4330641478849704,0.9907834101382488,0.9931506849315068,0.3053977272727273,1,1,4,titanic,RF_0,RK_Prec,titanic_RF_0
SVC,1,RK,C2,1,1,1,1,1,1,0.5074102275122094,0.5591996853260961,1,1,0.5,1,1,2,titanic,SVC_1,RK_C2,titanic_SVC_1
SVC,1,RK,Corr,1,1,1,1,1,1,0.5074102275122094,0.5591996853260961,1,1,0.5,1,1,2,titanic,SVC_1,RK_Corr,titanic_SVC_1
SVC,1,RK,Prec,1,1,1,1,1,1,0.5074102275122094,0.5591996853260961,1,1,0.5,1,1,2,titanic,SVC_1,RK_Prec,titanic_SVC_1
XGB,1,RK,C2,0.9734848484848484,0.9588744588744588,0.9727578154285512,0.9628697574685496,0.969059050292711,0.9519253413366486,1.818036830801808,1.7719041217692515,0.9727578154285512,0.9628697574685496,0.06912707545618937,0.9744641475940828,0.713020819391943,79,segment,XGB_1,RK_C2,segment_XGB_1
XGB,1,RK,Corr,0.9453463203463204,0.9177489177489178,0.9441247381259216,0.9258801523081076,0.9362312304617436,0.9037927236260214,1.7420347014907445,1.6930329323562725,0.9441247381259216,0.9258801523081076,0.11475820927040438,0.9131156859018446,0.7915101956573297,41,segment,XGB_1,RK_Corr,segment_XGB_1
XGB,1,RK,Prec,0.9967532467532468,0.9523809523809524,0.9966969687503254,0.9562044455400798,0.9962114456164088,0.9443742098609356,1.9277118472747088,1.7639751246133368,0.9966969687503254,0.9562044455400798,0.03320693301609332,0.9996183206106868,0.9996183206106868,131,segment,XGB_1,RK_Prec,segment_XGB_1
RF,0,RK,C2,0.9734848484848484,0.9632034632034632,0.9727578154285512,0.9663025804171086,0.969059050292711,0.9569551849436316,1.818036830801808,1.7733790474673627,0.9727578154285512,0.9663025804171086,0.06912707545618937,0.9744641475940828,0.713020819391943,79,segment,RF_0,RK_C2,segment_RF_0
RF,0,RK,Corr,0.9453463203463204,0.922077922077922,0.9441247381259216,0.9270004544765944,0.9362312304617436,0.9087292223435606,1.7420347014907445,1.6930819382832636,0.9441247381259216,0.9270004544765944,0.11475820927040438,0.9131156859018446,0.7915101956573297,41,segment,RF_0,RK_Corr,segment_RF_0
RF,0,RK,Prec,0.9967532467532468,0.9588744588744588,0.9966969687503254,0.9620687987200238,0.9962114456164088,0.9519319227230912,1.9277118472747088,1.7867075498073917,0.9966969687503254,0.9620687987200238,0.03320693301609332,0.9996183206106868,0.9996183206106868,131,segment,RF_0,RK_Prec,segment_RF_0
SVC,1,RK,C2,0.9713203463203464,0.9437229437229436,0.9711582442829648,0.9467518843712714,0.9665350537316982,0.9342147058501374,1.8147090310578615,1.701190529755479,0.9711582442829648,0.9467518843712714,0.07096964217217379,0.9775411948937076,0.7198088523802901,79,segment,SVC_1,RK_C2,segment_SVC_1
SVC,1,RK,Corr,0.95995670995671,0.9545454545454546,0.9597524174984564,0.9551449405904144,0.9532789338391549,0.9468412689715632,1.7636717718110817,1.738767533140846,0.9597524174984564,0.9551449405904144,0.11786698150334513,0.9128872376570344,0.7921218033605857,44,segment,SVC_1,RK_Corr,segment_SVC_1
SVC,1,RK,Prec,0.9967532467532468,0.9329004329004328,0.9966429342332928,0.9366993282317588,0.9962110494654872,0.9215894532832568,1.9259011768947307,1.678617430135604,0.9966429342332928,0.9366993282317588,0.0336951605608322,0.9991047711296028,0.9991047711296028,134,segment,SVC_1,RK_Prec,segment_SVC_1
XGB,2,RK,C2,0.9564586357039188,0.9593810444874274,0.7332100070472163,0.7758250825082509,0.5615560834888851,0.38112067491307067,0.0697096619039034,0.02890445763394162,0.7332100070472163,0.7758250825082509,0.3042808763563479,0.931749466247332,0.512560240389241,175,seismic-bumps,XGB_2,RK_C2,seismic-bumps_XGB_2
XGB,2,RK,Corr,0.91485244315433,0.9245647969052224,0.6933403805496828,0.8393564356435643,0.351903713363405,0.28976011835570115,0.03535013785426466,0.03159308423801509,0.6933403805496828,0.8393564356435643,0.6081687207366773,0.7577881983050417,0.2559317744755954,59,seismic-bumps,XGB_2,RK_Corr,seismic-bumps_XGB_2
XGB,2,RK,Prec,0.9777455249153364,0.9516441005802708,0.8539934225980738,0.6498349834983498,0.7918292282430213,0.21936341124599867,0.1331514355433027,0.01129575120850911,0.8539934225980738,0.6498349834983498,0.04726836173377052,0.946525158533002,0.946525158533002,189,seismic-bumps,XGB_2,RK_Prec,seismic-bumps_XGB_2
RF,0,RK,C2,0.9540396710208032,0.9709864603481624,0.7128744819649953,0.9854368932038836,0.5272744343254154,0.20502306509482315,0.06274750542209158,0.01343972620234169,0.7128744819649953,0.9854368932038836,0.2803357463619068,0.927746103923514,0.5023488269415689,163,seismic-bumps,RF_0,RK_C2,seismic-bumps_RF_0
RF,0,RK,Corr,0.9158200290275762,0.9187620889748548,0.6924504902380045,0.9592233009708736,0.3550678898556131,0.08014911463187335,0.03570087012999126,0.00961313801650136,0.6924504902380045,0.9592233009708736,0.6071355358211771,0.7575223121990193,0.2541510150207706,59,seismic-bumps,RF_0,RK_Corr,seismic-bumps_RF_0
RF,0,RK,Prec,0.9641993226898888,0.9709864603481624,0.7358079790997659,0.487378640776699,0.6133303672095011,-0.00675061664286635,0.08463069087145396,9.87103603707004e-5,0.7358079790997659,0.487378640776699,0.0624651110863012,0.9435546223525888,0.9435546223525888,182,seismic-bumps,RF_0,RK_Prec,seismic-bumps_RF_0
SVC,0,RK,C2,1,1,1,1,NA,NA,0,0,1,1,NA,NA,NA,0,seismic-bumps,SVC_0,RK_C2,seismic-bumps_SVC_0
SVC,0,RK,Corr,1,1,1,1,NA,NA,0,0,1,1,NA,NA,NA,0,seismic-bumps,SVC_0,RK_Corr,seismic-bumps_SVC_0
SVC,0,RK,Prec,1,1,1,1,NA,NA,0,0,1,1,NA,NA,NA,0,seismic-bumps,SVC_0,RK_Prec,seismic-bumps_SVC_0
XGB,2,RK,C2,1,0.7384615384615385,1,0.7402407070213617,1,0.47859681200878834,0.6930431643794752,0.122789524715998,1,0.7402407070213617,0.01668641172581001,1,0.5166293311570377,349,madelon,XGB_2,RK_C2,madelon_XGB_2
XGB,2,RK,Corr,0.9966346153846154,0.7384615384615385,0.996613108311178,0.7405515832482125,0.9932675501465787,0.47891952430775575,0.6708160316608682,0.12415762838082658,0.996613108311178,0.7405515832482125,0.2050841968911916,0.998202870957805,0.5035856194870059,193,madelon,XGB_2,RK_Corr,madelon_XGB_2
XGB,2,RK,Prec,0.9980769230769232,0.6615384615384615,0.9980487804878048,0.6628473301653566,0.9961528324308828,0.32468529094907106,0.6803952893255418,0.05451399309835761,0.9980487804878048,0.6628473301653566,0.0082936040282837,1,1,359,madelon,XGB_2,RK_Prec,madelon_XGB_2
RF,1,RK,C2,1,0.8,1,0.8018238071975248,1,0.6012799150655441,0.6930431643794752,0.20025421965869175,1,0.8018238071975248,0.01668641172581001,1,0.5166293311570377,349,madelon,RF_1,RK_C2,madelon_RF_1
RF,1,RK,Corr,0.9966346153846154,0.8346153846153846,0.996613108311178,0.8367751772734675,0.9932675501465787,0.670493228606375,0.6708160316608682,0.2588338233756619,0.996613108311178,0.8367751772734675,0.2050841968911916,0.998202870957805,0.5035856194870059,193,madelon,RF_1,RK_Corr,madelon_RF_1
RF,1,RK,Prec,0.9980769230769232,0.6730769230769231,0.9980487804878048,0.6743941614483872,0.9961528324308828,0.34770738330308004,0.6803952893255418,0.06270950438864828,0.9980487804878048,0.6743941614483872,0.0082936040282837,1,1,359,madelon,RF_1,RK_Prec,madelon_RF_1
SVC,0,RK,C2,0.9990384615384617,0.7903846153846154,0.9990128331688056,0.7925595238095238,0.9980755299000664,0.581140999113213,0.6858097614797053,0.18205059033381055,0.9990128331688056,0.7925595238095238,0.03451923076923073,1,0.5347060745937652,335,madelon,SVC_0,RK_C2,madelon_SVC_0
SVC,0,RK,Corr,0.9932692307692308,0.7692307692307693,0.9933146508695304,0.7732142857142856,0.9865307281640068,0.5406360424028269,0.6527659909719508,0.1586715865818353,0.9933146508695304,0.7732142857142856,0.24791942970822295,0.9942498392974066,0.5677297277150547,174,madelon,SVC_0,RK_Corr,madelon_SVC_0
SVC,0,RK,Prec,0.9995192307692308,0.7807692307692308,0.9995064165844028,0.7755952380952381,0.9990377889871248,0.555488902219556,0.688976932959102,0.1646340273810016,0.9995064165844028,0.7755952380952381,0.0124311218867093,1,1,349,madelon,SVC_0,RK_Prec,madelon_SVC_0
XGB,0,RK,C2,0.966640502354788,0.957680250783699,0.9678274615356034,0.9573044049967128,0.9466347464029335,0.9310076898429992,0.8808386906398888,0.8303295928910397,0.9678274615356034,0.9573044049967128,0.17621664050235478,0.9594633111961884,0.7105097077774959,35,dna,XGB_0,RK_C2,dna_XGB_0
XGB,0,RK,Corr,0.9532967032967034,0.95141065830721006,0.9497682472161384,0.944707429322814,0.9250693241950524,0.9204271138433808,0.8229374295412439,0.8005069651127411,0.9497682472161384,0.944707429322814,0.3262117346938776,0.8639730775014802,0.6709595137630207,16,dna,XGB_0,RK_Corr,dna_XGB_0
XGB,0,RK,Prec,0.999215070643642,0.9373040752351096,0.9989484752891692,0.9321236028928336,0.9987359669009858,0.8974803959377812,1.028549188930738,0.7498153465510649,0.9989484752891692,0.9321236028928336,0.03989726367664886,1,1,158,dna,XGB_0,RK_Prec,dna_XGB_0
RF,1,RK,C2,0.9474097331240188,0.9529780564263324,0.9443235063944444,0.9547015614828416,0.9153951104245558,0.9222472731704344,0.8040399453512601,0.8005114194308807,0.9443235063944444,0.9547015614828416,0.1719207433493147,0.944700567250938,0.6753079920270177,37,dna,RF_1,RK_C2,dna_RF_1
RF,1,RK,Corr,0.9254317111459968,0.9404388714733544,0.9148767193198925,0.9289289401037252,0.8786992263480153,0.9000630685963733,0.7172020619476905,0.7584405410782491,0.9148767193198925,0.9289289401037252,0.35057561486132915,0.8227265740927656,0.5918388897561159,15,dna,RF_1,RK_Corr,dna_RF_1
RF,1,RK,Prec,1,0.9373040752351096,1,0.937589475507336,1,0.896165191740413,1.0292296914834398,0.7426012060897325,1,0.937589475507336,0.03730008207890731,1,1,197,dna,RF_1,RK_Prec,dna_RF_1
SVC,0,RK,C2,0.9525117739403454,0.9467084639498432,0.9521354246072704,0.937012184783396,0.9237701047113946,0.9129003244354502,0.8273963148924078,0.7869255375032804,0.9521354246072704,0.937012184783396,0.17768042768042766,0.94652360170976,0.6930557739392325,37,dna,SVC_0,RK_C2,dna_SVC_0
SVC,0,RK,Corr,0.9419152276295132,0.9435736677115988,0.935588612660399,0.9266178911075236,0.9060847519465852,0.9069616715141008,0.7738323571352073,0.7710373259482791,0.935588612660399,0.9266178911075236,0.3353120094191523,0.8442342678475231,0.6231071104750777,16,dna,SVC_0,RK_Corr,dna_SVC_0
SVC,0,RK,Prec,0.999607535321821,0.9357366771159876,0.9994597514856832,0.923030146920761,0.9993642397325216,0.8942807835783194,1.026022289799125,0.74217078357766,0.9994597514856832,0.923030146920761,0.03886620411416858,0.9999368128396312,0.9999368128396312,193,dna,SVC_0,RK_Prec,dna_SVC_0
XGB,1,RK,C2,0.9529780564263324,0.9545454545454546,0.9533556869895098,0.9482429911503996,0.9238883735911744,0.928114072577512,0.8179825199462407,0.8456537833202753,0.9533556869895098,0.9482429911503996,0.15886699507389165,0.963234229198879,0.6882698610319409,42,splice,XGB_1,RK_C2,splice_XGB_1
XGB,1,RK,Corr,0.9329937304075236,0.9545454545454546,0.9307602146046424,0.9505572328045776,0.8915337885650557,0.9282105802286148,0.7528531706471058,0.8499055016833097,0.9307602146046424,0.9505572328045776,0.3244024294670846,0.8387665052020442,0.6373171698134281,16,splice,XGB_1,RK_Corr,splice_XGB_1
