model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_rule_quality,rules_count,dataset,model,approx,filter_key
XGB,0,RK,Prec,0.9874776386404294,0.95,0.9845472137308242,0.93802445456725,0.9724694476300366,0.8817567567567568,0.581742837227501,0.4202290031496724,0.9845472137308242,0.93802445456725,0.2622739018087855,0.995818530128875,0.995818530128875,18,breast-w,XGB_0,RK_Prec,breast-w_XGB_0
RF,1,RK,C2,0.9749552772808586,0.9857142857142858,0.977195423623995,0.977777777777778,0.9455135345883926,0.9668639053254438,0.5402694536213686,0.55835326122807,0.977195423623995,0.977777777777778,0.4581097197376267,0.9751258054992032,0.8853375212454289,12,breast-w,RF_1,RK_C2,breast-w_RF_1
RF,1,RK,Corr,0.9713774597495528,0.9857142857142858,0.9732669927475122,0.983625730994152,0.9377297538153058,0.967251461988304,0.5269761941792022,0.5540554221975349,0.9732669927475122,0.983625730994152,0.4856887298747764,0.9479887694821963,0.8799013723918362,8,breast-w,RF_1,RK_Corr,breast-w_RF_1
RF,1,RK,Prec,0.9874776386404294,1,0.986837296902232,1,0.9725332191516394,1,0.5817986984624053,0.6279415887399057,0.986837296902232,1,0.28110261831192057,0.9942859736174608,0.9942859736174608,22,breast-w,RF_1,RK_Prec,breast-w_RF_1
SVC,0,RK,C2,0.9946332737030412,0.9785714285714284,0.9957865168539326,0.9783625730994152,0.9884340839339288,0.9511627906976744,0.6271834729977245,0.5296214269177447,0.9957865168539326,0.9783625730994152,0.4257602862254025,0.9910197257115356,0.9188309601618138,9,breast-w,SVC_0,RK_C2,breast-w_SVC_0
SVC,0,RK,Corr,0.9821109123434704,0.9642857142857144,0.9817208169590969,0.9561403508771932,0.9614062219521962,0.9176470588235294,0.5675371145642171,0.4744718586324961,0.9817208169590969,0.9561403508771932,0.4370900417412045,0.9717457152487018,0.9195241891465096,6,breast-w,SVC_0,RK_Corr,breast-w_SVC_0
SVC,0,RK,Prec,1,0.9642857142857144,1,0.9502923976608186,1,0.9166666666666666,0.655208231779776,0.474815908990756,1,0.9502923976608186,0.3737443236548782,0.9986139986139986,0.9986139986139986,13,breast-w,SVC_0,RK_Prec,breast-w_SVC_0
XGB,0,RK,C2,0.9136807817589576,0.9090909090909092,0.8966863033873342,0.8923758865248227,0.7989124389791756,0.8041424418604651,0.33423981025525185,0.3675877386428774,0.8966863033873342,0.8923758865248227,0.22961408932810687,0.955945937191062,0.6316682894924696,59,diabetes,XGB_0,RK_C2,diabetes_XGB_0
XGB,0,RK,Corr,0.8648208469055375,0.8831168831168831,0.829074619538537,0.8560283687943262,0.6778919691051362,0.743428359866716,0.23077405850097607,0.3209691404866889,0.829074619538537,0.8560283687943262,0.46933862059198417,0.7954888124550397,0.5465043205980714,23,diabetes,XGB_0,RK_Corr,diabetes_XGB_0
XGB,0,RK,Prec,0.99185667752443,0.9025974025974026,0.9912739322533136,0.8870567375886524,0.9811871116394788,0.790798768339069,0.5778840261674235,0.35072574200109796,0.9912739322533136,0.8870567375886524,0.10618892508143316,0.9886635505213216,0.9886635505213216,75,diabetes,XGB_0,RK_Prec,diabetes_XGB_0
RF,2,RK,C2,0.8745928338762216,0.9415584415584416,0.8511643426644655,0.9387755102040816,0.7173281356499694,0.8742058449809402,0.2691374677815912,0.43722142360749455,0.8511643426644655,0.9387755102040816,0.15425262395946435,0.9546513273573288,0.5528313585570978,90,diabetes,RF_2,RK_C2,diabetes_RF_2
RF,2,RK,Corr,0.7899022801302932,0.922077922077922,0.7775221570486928,0.923469387755102,0.5448506510671065,0.8341708542713568,0.1516293646009218,0.39507833368821155,0.7775221570486928,0.923469387755102,0.4588762214983712,0.7368210322823635,0.4509278010726452,28,diabetes,RF_2,RK_Corr,diabetes_RF_2
RF,2,RK,Prec,0.9348534201954396,0.9285714285714286,0.909404891527051,0.917091836734694,0.8506391622170597,0.8438709677419355,0.4145576878354927,0.3982272869496929,0.909404891527051,0.917091836734694,0.06372364135093428,0.9725629344263024,0.9725629344263024,95,diabetes,RF_2,RK_Prec,diabetes_RF_2
SVC,1,RK,C2,0.9511400651465798,0.8896103896103896,0.9376016260162602,0.8656565656565657,0.8752032520325204,0.7525987525987525,0.391535671352763,0.3045175440841613,0.9376016260162602,0.8656565656565657,0.362353173428092,0.9738565168888712,0.7754434141303183,33,diabetes,SVC_1,RK_C2,diabetes_SVC_1
SVC,1,RK,Corr,0.9267100977198696,0.8766233766233766,0.8976829268292683,0.8555555555555556,0.8094824376318729,0.7257731958762887,0.32244945915162154,0.2787604645627056,0.8976829268292683,0.8555555555555556,0.5152843898772237,0.8264502487730864,0.7232600304158049,13,diabetes,SVC_1,RK_Corr,diabetes_SVC_1
SVC,1,RK,Prec,0.993485342019544,0.9025974025974026,0.9897425474254742,0.8676767676767677,0.983295698778464,0.7761194029850746,0.541071081609402,0.34705573458988936,0.9897425474254742,0.8676767676767677,0.2116406651808674,0.9948883385841588,0.9948883385841588,57,diabetes,SVC_1,RK_Prec,diabetes_SVC_1
XGB,0,RK,C2,0.96301775147929,0.8117647058823529,0.9631480890899904,0.7948675303454715,0.950628536705784,0.7483811285846438,1.2051515999166709,0.9722820774243568,0.9631480890899904,0.7948675303454715,0.04181574239713774,0.9739457504674036,0.55812800725435,86,vehicle,XGB_0,RK_C2,vehicle_XGB_0
XGB,0,RK,Corr,0.8476331360946746,0.7941176470588235,0.8491254835103215,0.7790266106442578,0.7967297154484598,0.7242306266221727,0.8889228545027509,0.8246566117458631,0.8491254835103215,0.7790266106442578,0.2547699553194058,0.6825917159928053,0.5211124683535401,49,vehicle,XGB_0,RK_Corr,vehicle_XGB_0
XGB,0,RK,Prec,0.9881656804733728,0.8058823529411765,0.9880422845269026,0.797546101774043,0.9842024239697836,0.7413793103448276,1.3220130586595946,0.8968820551959702,0.9880422845269026,0.797546101774043,0.02826761966137441,0.9852552134359828,0.9852552134359828,101,vehicle,XGB_0,RK_Prec,vehicle_XGB_0
RF,0,RK,C2,0.9733727810650888,0.8588235294117647,0.9739137253651042,0.8411474526385607,0.964479215319944,0.8100027940765577,1.2531853555790071,0.91838030652238,0.9739137253651042,0.8411474526385607,0.03942063853306454,0.9756957075436647,0.5544439824558351,91,vehicle,RF_0,RK_C2,vehicle_RF_0
RF,0,RK,Corr,0.8121301775147929,0.7705882352941177,0.8161510297397825,0.7538759689922481,0.7493964930921446,0.6920861972877578,0.8248422538321406,0.7488214731647507,0.8161510297397825,0.7538759689922481,0.29142011834319526,0.6414046841769268,0.48830927111872535,48,vehicle,RF_0,RK_Corr,vehicle_RF_0
RF,0,RK,Prec,0.9896449704142012,0.8294117647058824,0.989351751413059,0.8271462919205737,0.9861777266274472,0.7729366249078851,1.329064457077514,0.9058772745644992,0.989351751413059,0.8271462919205737,0.02712505689576694,0.9837509951249828,0.9837509951249828,104,vehicle,RF_0,RK_Prec,vehicle_RF_0
SVC,1,RK,C2,0.9186390532544378,0.8235294117647058,0.9201524069708168,0.8086392773892774,0.89155733927561,0.7611576827612045,1.0697764161701615,0.7923112769503242,0.9201524069708168,0.8086392773892774,0.0435404339250493,0.9794325732513144,0.5642814622672383,90,vehicle,SVC_1,RK_C2,vehicle_SVC_1
SVC,1,RK,Corr,0.849112426035503,0.7411764705882353,0.8514629617829885,0.7207556332556333,0.7988740775311378,0.6512332727187952,0.8497211485286676,0.6550615746983772,0.8514629617829885,0.7207556332556333,0.22592791823561056,0.7277974332668193,0.5135630398399326,44,vehicle,SVC_1,RK_Corr,vehicle_SVC_1
SVC,1,RK,Prec,0.9881656804733728,0.8176470588235294,0.987975057700749,0.8120337995337995,0.9842107260788704,0.7557244831741912,1.3228513734764675,0.8203739779637969,0.987975057700749,0.8120337995337995,0.02887515953126811,0.9892102830625848,0.9892102830625848,102,vehicle,SVC_1,RK_Prec,vehicle_SVC_1
XGB,2,RK,C2,0.9843342036553524,0.9375,0.9818024328701088,0.9235209235209236,0.9653207977121988,0.8594436310395315,0.564435912061886,0.4097163520559908,0.9818024328701088,0.9235209235209236,0.06209747606614447,0.9648087729948754,0.5208590598467465,60,tic-tac-toe,XGB_2,RK_C2,tic-tac-toe_XGB_2
XGB,2,RK,Corr,0.7885117493472585,0.7447916666666666,0.7823296802621174,0.7478354978354979,0.5471524599855488,0.4670292318150918,0.1552063519970956,0.11619146244010362,0.7823296802621174,0.7478354978354979,0.17987691160014926,0.8000989918139234,0.25708577607251953,28,tic-tac-toe,XGB_2,RK_Corr,tic-tac-toe_XGB_2
XGB,2,RK,Prec,0.97911227154047,0.9322916666666666,0.974255263058788,0.9123376623376624,0.9535957957548634,0.846039970392302,0.5434628403808643,0.39687131835256967,0.974255263058788,0.9123376623376624,0.06033507397737162,0.972123483830496,0.972123483830496,60,tic-tac-toe,XGB_2,RK_Prec,tic-tac-toe_XGB_2
RF,1,RK,C2,0.9843342036553524,0.9375,0.9818024328701088,0.9235209235209236,0.9653207977121988,0.8594436310395315,0.564435912061886,0.4097163520559908,0.9818024328701088,0.9235209235209236,0.06209747606614447,0.9648087729948754,0.5208590598467465,60,tic-tac-toe,RF_1,RK_C2,tic-tac-toe_RF_1
RF,1,RK,Corr,0.7885117493472585,0.7447916666666666,0.7823296802621174,0.7478354978354979,0.5471524599855488,0.4670292318150918,0.1552063519970956,0.11619146244010362,0.7823296802621174,0.7478354978354979,0.17987691160014926,0.8000989918139234,0.25708577607251953,28,tic-tac-toe,RF_1,RK_Corr,tic-tac-toe_RF_1
RF,1,RK,Prec,0.97911227154047,0.9322916666666666,0.974255263058788,0.9123376623376624,0.9535957957548634,0.846039970392302,0.5434628403808643,0.39687131835256967,0.974255263058788,0.9123376623376624,0.06033507397737162,0.972123483830496,0.972123483830496,60,tic-tac-toe,RF_1,RK_Prec,tic-tac-toe_RF_1
SVC,1,RK,C2,0.97911227154047,0.921875,0.9764859368404896,0.9077086722562884,0.9529718736809792,0.8190045248868778,0.5360029401781544,0.35537353016040224,0.9764859368404896,0.9077086722562884,0.06804000531043944,0.9770911903150088,0.5344022486006598,59,tic-tac-toe,SVC_1,RK_C2,tic-tac-toe_SVC_1
