model,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_conditions_count,rules_count,dataset
RF_0,0.9305555555555556,0.7129629629629629,0.9261904761904762,0.6917502787068004,0.8564593301435407,0.3813747228381375,0.4269949427882984,0.0725662344036917,0.9261904761904762,0.6917502787068004,0.05,0.96,3.91,432,cylinder-bands
SVC_1,0.8796296296296297,0.7870370370370371,0.8610416924409254,0.7491776315789473,0.7220833848818509,0.4938875305623471,0.2669579945364271,0.1179050746286589,0.8610416924409254,0.7491776315789473,0.13,0.95,3.34,432,cylinder-bands
XGB_2,0.9976851851851852,0.8148148148148148,0.9972222222222222,0.8150375939849623,0.9952343129467832,0.6081277213352685,0.6640742599841563,0.1967371165271438,0.9972222222222222,0.8150375939849623,0.04,0.99,3.78,432,cylinder-bands
RF_2,1.0,0.9824561403508772,1.0,0.9807692307692308,1.0,0.9645301804604852,0.6471058439335028,0.6112256734810455,1.0,0.9807692307692308,0.44,1.0,1.82,455,wdbc
SVC_1,1.0,0.9035087719298246,1.0,0.9024621212121212,1.0,0.8026440037771483,0.6443315938557966,0.3662054346903557,1.0,0.9024621212121212,0.21,1.0,1.68,455,wdbc
XGB_2,0.9978021978021978,0.9210526315789472,0.9983108108108107,0.9181141439205956,0.9951731819869516,0.840137114365846,0.6337606960557106,0.4147706827860877,0.9983108108108107,0.9181141439205956,0.13,0.99,2.25,455,wdbc
RF_0,0.9916666666666668,0.6166666666666667,0.991394679881522,0.6307670016900735,0.9899970303683906,0.5395011262200717,1.746264715003559,0.7133941516380284,0.991394679881522,0.6307670016900735,0.1,0.94,2.85,480,kdd-synthetic-control
SVC_0,0.9958333333333332,0.7083333333333334,0.9958274657069838,0.7092611911278622,0.9949995051593647,0.6504660452729694,1.7691541336382612,1.0668005689800624,0.9958274657069838,0.7092611911278622,0.16,0.98,2.58,480,kdd-synthetic-control
XGB_1,0.9854166666666668,0.7666666666666667,0.9851075718365052,0.7730910022285039,0.9824960798512168,0.7195325542570952,1.7158960461698118,0.9978786577833736,0.9851075718365052,0.7730910022285039,0.13,0.94,2.64,480,kdd-synthetic-control
RF_2,0.894,0.816,0.6669565051561,0.5807692307692308,0.805187167347899,0.6622812169622929,0.5223301375802804,0.3610842654058219,0.6669565051561,0.5807692307692308,0.17,0.92,3.27,500,balance-scale
SVC_1,0.858,0.808,0.7293630751964085,0.6859611992945327,0.7597065034927167,0.6816976127320955,0.5773975192155869,0.5250320362471534,0.7293630751964085,0.6859611992945327,0.17,0.89,3.37,500,balance-scale
XGB_2,0.888,0.832,0.6847135925538305,0.6292282430213465,0.7956487786365394,0.6894593635395717,0.5012142136269019,0.3421902227976984,0.6847135925538305,0.6292282430213465,0.18,0.92,3.27,500,balance-scale
RF_1,0.7032967032967034,0.7226277372262774,0.6819821820379576,0.6299688615478088,0.6713361027920007,0.6955377507456577,1.899544172547476,2.060180744567917,0.6819821820379576,0.6299688615478088,0.64,0.7,4.07,546,soybean
SVC_0,0.6117216117216118,0.6058394160583942,0.4722402185922635,0.4373917748917749,0.5585068444559715,0.5585392051557465,1.4697532639502016,1.6225599280437335,0.4722402185922635,0.4373917748917749,0.49,0.61,4.16,546,soybean
XGB_0,0.6098901098901099,0.6058394160583942,0.6193762269068596,0.617634996582365,0.5670570541504418,0.5678233438485805,1.8066304815254972,1.81280681543031,0.6193762269068596,0.617634996582365,0.88,0.57,3.33,546,soybean
RF_2,0.9492753623188406,0.8333333333333334,0.9461523005826804,0.8314393939393939,0.8960493926798757,0.6649778340721977,0.4828590415184104,0.2426920054422389,0.9461523005826804,0.8314393939393939,0.12,0.99,3.43,552,credit-a
SVC_0,1.0,1.0,1.0,1.0,1.0,1.0,0.4534650765650603,0.4505612088663049,1.0,1.0,1.0,1.0,1.0,552,credit-a
XGB_2,0.9692028985507246,0.8405797101449275,0.9657022302591924,0.8384074941451991,0.9367876485328592,0.6768149882903981,0.5495966844520936,0.2489885608970906,0.9657022302591924,0.8384074941451991,0.16,0.99,3.57,552,credit-a
RF_1,0.996422182468694,0.9857142857142858,0.9960715691235172,0.977777777777778,0.9921431382470344,0.9668639053254438,0.6242759749551275,0.55835326122807,0.9960715691235172,0.977777777777778,0.67,1.0,2.76,559,breast-w
SVC_0,1.0,0.9857142857142858,1.0,0.983625730994152,1.0,0.967251461988304,0.655208231779776,0.5540554221975349,1.0,0.983625730994152,0.76,1.0,2.34,559,breast-w
XGB_0,0.9856887298747764,0.9642857142857144,0.9843228538575876,0.954807000719252,0.9686457077151752,0.9155405405405406,0.5746068828052364,0.4635574749411908,0.9843228538575876,0.954807000719252,0.68,1.0,2.3,559,breast-w
RF_2,0.7345276872964169,0.8636363636363636,0.6966094154285647,0.8545918367346939,0.4016167027395458,0.7064803049555273,0.0795983774641013,0.2649189317635502,0.6966094154285647,0.8545918367346939,0.36,0.83,1.66,614,diabetes
SVC_1,1.0,0.8896103896103896,1.0,0.8656565656565657,1.0,0.7525987525987525,0.5803540382332447,0.3045175440841613,1.0,0.8656565656565657,0.3,1.0,2.58,614,diabetes
XGB_0,1.0,0.9155844155844156,1.0,0.8976950354609929,1.0,0.8175687989794058,0.6237873359732017,0.3865390292612593,1.0,0.8976950354609929,0.14,1.0,2.89,614,diabetes
RF_0,0.9911242603550297,0.7823529411764706,0.9912299239222316,0.7655660572897235,0.9881543785867613,0.7074146432226254,1.3419969757678734,0.7149108681941811,0.9912299239222316,0.7655660572897235,0.1,0.98,3.79,676,vehicle
