attribute,importance,model,method,dataset
direct_steam_no,0.0,RK_Prec,0,cylinder-bands
direct_steam_yes,0.0,RK_Prec,0,cylinder-bands
solvent_type_line,0.0,RK_Prec,0,cylinder-bands
solvent_type_naptha,0.0,RK_Prec,0,cylinder-bands
solvent_type_xylol,0.0,RK_Prec,0,cylinder-bands
type_on_cylinder_no,0.0071759259259259,RK_Prec,0,cylinder-bands
type_on_cylinder_yes,0.0,RK_Prec,0,cylinder-bands
press_type_albert70,0.0,RK_Prec,0,cylinder-bands
press_type_motter70,0.0081018518518519,RK_Prec,0,cylinder-bands
press_type_motter94,0.0,RK_Prec,0,cylinder-bands
press_type_woodhoe70,0.0467592592592593,RK_Prec,0,cylinder-bands
cylinder_size_catalog,0.0,RK_Prec,0,cylinder-bands
cylinder_size_spiegel,0.0,RK_Prec,0,cylinder-bands
cylinder_size_tabloid,0.00625,RK_Prec,0,cylinder-bands
paper_mill_location_canadian,0.0106481481481481,RK_Prec,0,cylinder-bands
paper_mill_location_mideuropean,0.0,RK_Prec,0,cylinder-bands
paper_mill_location_northus,0.0092592592592592,RK_Prec,0,cylinder-bands
paper_mill_location_scandanavian,0.0,RK_Prec,0,cylinder-bands
paper_mill_location_southus,0.0023148148148148,RK_Prec,0,cylinder-bands
press,0.0710648148148148,RF_0_RK_Prec,0,cylinder-bands
unit_number,0.0162037037037037,RF_0_RK_Prec,0,cylinder-bands
plating_tank,0.0085648148148148,RF_0_RK_Prec,0,cylinder-bands
proof_cut,0.0335648148148148,RF_0_RK_Prec,0,cylinder-bands
viscosity,0.0409722222222222,RF_0_RK_Prec,0,cylinder-bands
caliper,0.0060185185185185,RF_0_RK_Prec,0,cylinder-bands
ink_temperature,0.0523148148148148,RF_0_RK_Prec,0,cylinder-bands
humifity,0.0474537037037037,RF_0_RK_Prec,0,cylinder-bands
roughness,0.0027777777777778,RF_0_RK_Prec,0,cylinder-bands
blade_pressure,0.0284722222222222,RF_0_RK_Prec,0,cylinder-bands
varnish_pct,0.0217592592592593,RF_0_RK_Prec,0,cylinder-bands
press_speed,0.0835648148148148,RF_0_RK_Prec,0,cylinder-bands
ink_pct,0.0532407407407407,RF_0_RK_Prec,0,cylinder-bands
solvent_pct,0.0372685185185185,RF_0_RK_Prec,0,cylinder-bands
esa_voltage,0.0368055555555556,RF_0_RK_Prec,0,cylinder-bands
esa_amperage,0.0,RF_0_RK_Prec,0,cylinder-bands
wax,0.0099537037037037,RF_0_RK_Prec,0,cylinder-bands
hardener,0.025,RF_0_RK_Prec,0,cylinder-bands
roller_durometer,0.0314814814814815,RF_0_RK_Prec,0,cylinder-bands
current_density,0.0231481481481482,RF_0_RK_Prec,0,cylinder-bands
anode_space_ratio,0.0212962962962963,RF_0_RK_Prec,0,cylinder-bands
chrome_content,0.0,RF_0_RK_Prec,0,cylinder-bands
grain_screened_no,0.0412037037037037,RF_0_RK_Prec,0,cylinder-bands
grain_screened_yes,0.0,RF_0_RK_Prec,0,cylinder-bands
ink_color_key,0.0,RF_0_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_no,0.0016203703703704,RF_0_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_yes,0.0106481481481481,RF_0_RK_Prec,0,cylinder-bands
blade_mfg_benton,0.0085648148148148,RF_0_RK_Prec,0,cylinder-bands
blade_mfg_uddeholm,0.0,RF_0_RK_Prec,0,cylinder-bands
cylinder_division_gallatin,0.0,RF_0_RK_Prec,0,cylinder-bands
paper_type_coated,0.0,RF_0_RK_Prec,0,cylinder-bands
paper_type_super,0.0,RF_0_RK_Prec,0,cylinder-bands
paper_type_uncoated,0.0,RF_0_RK_Prec,0,cylinder-bands
ink_type_coated,0.0,RF_0_RK_Prec,0,cylinder-bands
ink_type_cover,0.0023148148148148,RF_0_RK_Prec,0,cylinder-bands
ink_type_uncoated,0.0,RF_0_RK_Prec,0,cylinder-bands
direct_steam_no,0.0,RF_0_RK_Prec,0,cylinder-bands
direct_steam_yes,0.0,RF_0_RK_Prec,0,cylinder-bands
solvent_type_line,0.0,RF_0_RK_Prec,0,cylinder-bands
solvent_type_naptha,0.0,RF_0_RK_Prec,0,cylinder-bands
solvent_type_xylol,0.0,RF_0_RK_Prec,0,cylinder-bands
type_on_cylinder_no,0.0071759259259259,RF_0_RK_Prec,0,cylinder-bands
type_on_cylinder_yes,0.0,RF_0_RK_Prec,0,cylinder-bands
press_type_albert70,0.0,RF_0_RK_Prec,0,cylinder-bands
press_type_motter70,0.0081018518518519,RF_0_RK_Prec,0,cylinder-bands
press_type_motter94,0.0,RF_0_RK_Prec,0,cylinder-bands
press_type_woodhoe70,0.0467592592592593,RF_0_RK_Prec,0,cylinder-bands
cylinder_size_catalog,0.0,RF_0_RK_Prec,0,cylinder-bands
cylinder_size_spiegel,0.0,RF_0_RK_Prec,0,cylinder-bands
cylinder_size_tabloid,0.00625,RF_0_RK_Prec,0,cylinder-bands
paper_mill_location_canadian,0.0106481481481481,RF_0_RK_Prec,0,cylinder-bands
paper_mill_location_mideuropean,0.0,RF_0_RK_Prec,0,cylinder-bands
paper_mill_location_northus,0.0092592592592592,RF_0_RK_Prec,0,cylinder-bands
paper_mill_location_scandanavian,0.0,RF_0_RK_Prec,0,cylinder-bands
paper_mill_location_southus,0.0023148148148148,RF_0_RK_Prec,0,cylinder-bands
press,0.0284722222222222,SVC_1_RK_Prec,0,cylinder-bands
unit_number,0.0039351851851851,SVC_1_RK_Prec,0,cylinder-bands
plating_tank,0.0,SVC_1_RK_Prec,0,cylinder-bands
proof_cut,0.0131944444444444,SVC_1_RK_Prec,0,cylinder-bands
viscosity,0.0048611111111111,SVC_1_RK_Prec,0,cylinder-bands
caliper,0.0060185185185185,SVC_1_RK_Prec,0,cylinder-bands
ink_temperature,0.0094907407407407,SVC_1_RK_Prec,0,cylinder-bands
humifity,0.0125,SVC_1_RK_Prec,0,cylinder-bands
roughness,0.005324074074074,SVC_1_RK_Prec,0,cylinder-bands
blade_pressure,0.0090277777777777,SVC_1_RK_Prec,0,cylinder-bands
varnish_pct,0.0581018518518518,SVC_1_RK_Prec,0,cylinder-bands
press_speed,0.137037037037037,SVC_1_RK_Prec,0,cylinder-bands
ink_pct,0.0425925925925925,SVC_1_RK_Prec,0,cylinder-bands
solvent_pct,0.0219907407407407,SVC_1_RK_Prec,0,cylinder-bands
esa_voltage,0.0386574074074074,SVC_1_RK_Prec,0,cylinder-bands
esa_amperage,0.0,SVC_1_RK_Prec,0,cylinder-bands
wax,0.005324074074074,SVC_1_RK_Prec,0,cylinder-bands
hardener,0.0458333333333333,SVC_1_RK_Prec,0,cylinder-bands
roller_durometer,0.0111111111111111,SVC_1_RK_Prec,0,cylinder-bands
current_density,0.0277777777777777,SVC_1_RK_Prec,0,cylinder-bands
anode_space_ratio,0.023611111111111,SVC_1_RK_Prec,0,cylinder-bands
chrome_content,0.0023148148148147,SVC_1_RK_Prec,0,cylinder-bands
grain_screened_no,0.0,SVC_1_RK_Prec,0,cylinder-bands
grain_screened_yes,0.0113425925925925,SVC_1_RK_Prec,0,cylinder-bands
ink_color_key,0.0,SVC_1_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_no,0.0016203703703703,SVC_1_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_yes,0.0041666666666666,SVC_1_RK_Prec,0,cylinder-bands
blade_mfg_benton,0.0449074074074074,SVC_1_RK_Prec,0,cylinder-bands
blade_mfg_uddeholm,0.0,SVC_1_RK_Prec,0,cylinder-bands
cylinder_division_gallatin,0.0,SVC_1_RK_Prec,0,cylinder-bands
paper_type_coated,0.0,SVC_1_RK_Prec,0,cylinder-bands
paper_type_super,0.0002314814814814,SVC_1_RK_Prec,0,cylinder-bands
paper_type_uncoated,0.0,SVC_1_RK_Prec,0,cylinder-bands
ink_type_coated,0.005787037037037,SVC_1_RK_Prec,0,cylinder-bands
ink_type_cover,0.0020833333333332,SVC_1_RK_Prec,0,cylinder-bands
ink_type_uncoated,0.0,SVC_1_RK_Prec,0,cylinder-bands
direct_steam_no,0.0,SVC_1_RK_Prec,0,cylinder-bands
direct_steam_yes,0.0,SVC_1_RK_Prec,0,cylinder-bands
solvent_type_line,0.0023148148148147,SVC_1_RK_Prec,0,cylinder-bands
solvent_type_naptha,0.0,SVC_1_RK_Prec,0,cylinder-bands
solvent_type_xylol,0.0020833333333332,SVC_1_RK_Prec,0,cylinder-bands
type_on_cylinder_no,0.0196759259259259,SVC_1_RK_Prec,0,cylinder-bands
type_on_cylinder_yes,0.0071759259259259,SVC_1_RK_Prec,0,cylinder-bands
press_type_albert70,0.0,SVC_1_RK_Prec,0,cylinder-bands
press_type_motter70,0.0087962962962962,SVC_1_RK_Prec,0,cylinder-bands
press_type_motter94,0.0,SVC_1_RK_Prec,0,cylinder-bands
press_type_woodhoe70,0.0368055555555555,SVC_1_RK_Prec,0,cylinder-bands
cylinder_size_catalog,0.024537037037037,SVC_1_RK_Prec,0,cylinder-bands
cylinder_size_spiegel,0.0,SVC_1_RK_Prec,0,cylinder-bands
cylinder_size_tabloid,0.0037037037037036,SVC_1_RK_Prec,0,cylinder-bands
paper_mill_location_canadian,0.0291666666666666,SVC_1_RK_Prec,0,cylinder-bands
paper_mill_location_mideuropean,0.0002314814814814,SVC_1_RK_Prec,0,cylinder-bands
paper_mill_location_northus,0.0,SVC_1_RK_Prec,0,cylinder-bands
paper_mill_location_scandanavian,0.0004629629629629,SVC_1_RK_Prec,0,cylinder-bands
paper_mill_location_southus,0.0,SVC_1_RK_Prec,0,cylinder-bands
press,0.0710648148148148,XGB_2_RK_Prec,0,cylinder-bands
unit_number,0.0162037037037037,XGB_2_RK_Prec,0,cylinder-bands
plating_tank,0.0085648148148148,XGB_2_RK_Prec,0,cylinder-bands
proof_cut,0.0335648148148148,XGB_2_RK_Prec,0,cylinder-bands
viscosity,0.0409722222222222,XGB_2_RK_Prec,0,cylinder-bands
caliper,0.0060185185185185,XGB_2_RK_Prec,0,cylinder-bands
ink_temperature,0.0523148148148148,XGB_2_RK_Prec,0,cylinder-bands
humifity,0.0474537037037037,XGB_2_RK_Prec,0,cylinder-bands
roughness,0.0027777777777778,XGB_2_RK_Prec,0,cylinder-bands
blade_pressure,0.0284722222222222,XGB_2_RK_Prec,0,cylinder-bands
varnish_pct,0.0217592592592593,XGB_2_RK_Prec,0,cylinder-bands
press_speed,0.0835648148148148,XGB_2_RK_Prec,0,cylinder-bands
ink_pct,0.0532407407407407,XGB_2_RK_Prec,0,cylinder-bands
solvent_pct,0.0372685185185185,XGB_2_RK_Prec,0,cylinder-bands
esa_voltage,0.0368055555555556,XGB_2_RK_Prec,0,cylinder-bands
esa_amperage,0.0,XGB_2_RK_Prec,0,cylinder-bands
wax,0.0099537037037037,XGB_2_RK_Prec,0,cylinder-bands
hardener,0.025,XGB_2_RK_Prec,0,cylinder-bands
roller_durometer,0.0314814814814815,XGB_2_RK_Prec,0,cylinder-bands
current_density,0.0231481481481482,XGB_2_RK_Prec,0,cylinder-bands
anode_space_ratio,0.0212962962962963,XGB_2_RK_Prec,0,cylinder-bands
chrome_content,0.0,XGB_2_RK_Prec,0,cylinder-bands
grain_screened_no,0.0412037037037037,XGB_2_RK_Prec,0,cylinder-bands
grain_screened_yes,0.0,XGB_2_RK_Prec,0,cylinder-bands
ink_color_key,0.0,XGB_2_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_no,0.0016203703703704,XGB_2_RK_Prec,0,cylinder-bands
proof_on_ctd_ink_yes,0.0106481481481481,XGB_2_RK_Prec,0,cylinder-bands
blade_mfg_benton,0.0085648148148148,XGB_2_RK_Prec,0,cylinder-bands
blade_mfg_uddeholm,0.0,XGB_2_RK_Prec,0,cylinder-bands
cylinder_division_gallatin,0.0,XGB_2_RK_Prec,0,cylinder-bands
paper_type_coated,0.0,XGB_2_RK_Prec,0,cylinder-bands
paper_type_super,0.0,XGB_2_RK_Prec,0,cylinder-bands
paper_type_uncoated,0.0,XGB_2_RK_Prec,0,cylinder-bands
ink_type_coated,0.0,XGB_2_RK_Prec,0,cylinder-bands
ink_type_cover,0.0023148148148148,XGB_2_RK_Prec,0,cylinder-bands
ink_type_uncoated,0.0,XGB_2_RK_Prec,0,cylinder-bands
direct_steam_no,0.0,XGB_2_RK_Prec,0,cylinder-bands
direct_steam_yes,0.0,XGB_2_RK_Prec,0,cylinder-bands
solvent_type_line,0.0,XGB_2_RK_Prec,0,cylinder-bands
solvent_type_naptha,0.0,XGB_2_RK_Prec,0,cylinder-bands
solvent_type_xylol,0.0,XGB_2_RK_Prec,0,cylinder-bands
type_on_cylinder_no,0.0071759259259259,XGB_2_RK_Prec,0,cylinder-bands
type_on_cylinder_yes,0.0,XGB_2_RK_Prec,0,cylinder-bands
press_type_albert70,0.0,XGB_2_RK_Prec,0,cylinder-bands
press_type_motter70,0.0081018518518519,XGB_2_RK_Prec,0,cylinder-bands
press_type_motter94,0.0,XGB_2_RK_Prec,0,cylinder-bands
press_type_woodhoe70,0.0467592592592593,XGB_2_RK_Prec,0,cylinder-bands
cylinder_size_catalog,0.0,XGB_2_RK_Prec,0,cylinder-bands
cylinder_size_spiegel,0.0,XGB_2_RK_Prec,0,cylinder-bands
cylinder_size_tabloid,0.00625,XGB_2_RK_Prec,0,cylinder-bands
paper_mill_location_canadian,0.0106481481481481,XGB_2_RK_Prec,0,cylinder-bands
paper_mill_location_mideuropean,0.0,XGB_2_RK_Prec,0,cylinder-bands
paper_mill_location_northus,0.0092592592592592,XGB_2_RK_Prec,0,cylinder-bands
paper_mill_location_scandanavian,0.0,XGB_2_RK_Prec,0,cylinder-bands
paper_mill_location_southus,0.0023148148148148,XGB_2_RK_Prec,0,cylinder-bands
V1,0.0008791208791208,RF_2,0,wdbc
V2,0.0024175824175824,RF_2,0,wdbc
V3,0.0,RF_2,0,wdbc
V4,0.0015384615384615,RF_2,0,wdbc
V5,0.0,RF_2,0,wdbc
V6,0.0017582417582417,RF_2,0,wdbc
V7,0.0008791208791208,RF_2,0,wdbc
V8,0.0019780219780219,RF_2,0,wdbc
V9,0.0,RF_2,0,wdbc
V10,0.0,RF_2,0,wdbc
V11,0.0,RF_2,0,wdbc
V12,0.0,RF_2,0,wdbc
V13,0.0,RF_2,0,wdbc
V14,0.0017582417582417,RF_2,0,wdbc
V15,0.0,RF_2,0,wdbc
V16,0.0017582417582417,RF_2,0,wdbc
V17,0.0,RF_2,0,wdbc
V18,0.0,RF_2,0,wdbc
V19,0.0,RF_2,0,wdbc
V20,0.0,RF_2,0,wdbc
V21,0.0,RF_2,0,wdbc
V22,0.0043956043956043,RF_2,0,wdbc
V23,0.0004395604395604,RF_2,0,wdbc
V24,0.0026373626373626,RF_2,0,wdbc
V25,0.0004395604395604,RF_2,0,wdbc
V26,0.0,RF_2,0,wdbc
V27,0.0017582417582417,RF_2,0,wdbc
V28,0.0059340659340659,RF_2,0,wdbc
V29,0.0,RF_2,0,wdbc
V30,0.0,RF_2,0,wdbc
V1,0.0736263736263736,SVC_1,0,wdbc
V2,0.0032967032967032,SVC_1,0,wdbc
V3,0.2839560439560439,SVC_1,0,wdbc
V4,0.0769230769230769,SVC_1,0,wdbc
V5,0.0,SVC_1,0,wdbc
V6,0.0,SVC_1,0,wdbc
V7,0.0004395604395604,SVC_1,0,wdbc
V8,0.0004395604395604,SVC_1,0,wdbc
V9,0.0,SVC_1,0,wdbc
V10,0.0,SVC_1,0,wdbc
V11,0.0,SVC_1,0,wdbc
V12,0.0134065934065933,SVC_1,0,wdbc
V13,0.0072527472527472,SVC_1,0,wdbc
V14,0.094065934065934,SVC_1,0,wdbc
V15,0.0,SVC_1,0,wdbc
V16,0.0,SVC_1,0,wdbc
V17,0.0,SVC_1,0,wdbc
V18,0.0,SVC_1,0,wdbc
V19,0.0,SVC_1,0,wdbc
V20,0.0,SVC_1,0,wdbc
V21,0.0085714285714285,SVC_1,0,wdbc
V22,0.0810989010989011,SVC_1,0,wdbc
V23,0.2367032967032967,SVC_1,0,wdbc
V24,0.2549450549450549,SVC_1,0,wdbc
V25,0.0,SVC_1,0,wdbc
V26,0.0021978021978021,SVC_1,0,wdbc
V27,0.0059340659340659,SVC_1,0,wdbc
V28,0.0008791208791208,SVC_1,0,wdbc
V29,0.0013186813186813,SVC_1,0,wdbc
V30,0.0,SVC_1,0,wdbc
V1,0.0,XGB_2,0,wdbc
V2,0.012087912087912,XGB_2,0,wdbc
V3,0.0,XGB_2,0,wdbc
V4,0.0,XGB_2,0,wdbc
V5,0.0,XGB_2,0,wdbc
V6,0.0,XGB_2,0,wdbc
V7,0.0,XGB_2,0,wdbc
V8,0.0241758241758241,XGB_2,0,wdbc
V9,0.0,XGB_2,0,wdbc
V10,0.0,XGB_2,0,wdbc
V11,0.0,XGB_2,0,wdbc
V12,0.0,XGB_2,0,wdbc
V13,0.0,XGB_2,0,wdbc
V14,0.0,XGB_2,0,wdbc
V15,0.0,XGB_2,0,wdbc
V16,0.0,XGB_2,0,wdbc
V17,0.0,XGB_2,0,wdbc
V18,0.0,XGB_2,0,wdbc
V19,0.0,XGB_2,0,wdbc
V20,0.0,XGB_2,0,wdbc
V21,0.0090109890109889,XGB_2,0,wdbc
V22,0.0061538461538461,XGB_2,0,wdbc
V23,0.0,XGB_2,0,wdbc
V24,0.0068131868131867,XGB_2,0,wdbc
V25,0.0,XGB_2,0,wdbc
V26,0.0,XGB_2,0,wdbc
V27,0.0026373626373626,XGB_2,0,wdbc
V28,0.0026373626373626,XGB_2,0,wdbc
V29,0.0,XGB_2,0,wdbc
V30,0.0,XGB_2,0,wdbc
V1,0.0,RK_C2,0,wdbc
V2,0.0083516483516484,RK_C2,0,wdbc
V3,0.0,RK_C2,0,wdbc
V4,0.0030769230769231,RK_C2,0,wdbc
V5,0.0010989010989011,RK_C2,0,wdbc
V6,0.0,RK_C2,0,wdbc
V7,0.0068131868131869,RK_C2,0,wdbc
V8,0.0213186813186813,RK_C2,0,wdbc
V9,0.0013186813186813,RK_C2,0,wdbc
V10,-0.0004395604395604,RK_C2,0,wdbc
V11,0.0004395604395604,RK_C2,0,wdbc
V12,0.0,RK_C2,0,wdbc
V13,0.0037362637362638,RK_C2,0,wdbc
V14,0.0,RK_C2,0,wdbc
V15,0.0,RK_C2,0,wdbc
V16,0.0,RK_C2,0,wdbc
V17,0.0024175824175825,RK_C2,0,wdbc
V18,0.0,RK_C2,0,wdbc
V19,0.0,RK_C2,0,wdbc
V20,-0.0002197802197802,RK_C2,0,wdbc
V21,0.0083516483516484,RK_C2,0,wdbc
V22,0.0013186813186813,RK_C2,0,wdbc
V23,0.0140659340659341,RK_C2,0,wdbc
V24,-0.0017582417582417,RK_C2,0,wdbc
V25,0.0030769230769231,RK_C2,0,wdbc
V26,0.0,RK_C2,0,wdbc
V27,0.0054945054945055,RK_C2,0,wdbc
V28,0.0542857142857143,RK_C2,0,wdbc
V29,0.0,RK_C2,0,wdbc
V30,0.0,RK_C2,0,wdbc
V1,0.0,RF_2_RK_C2,0,wdbc
V2,0.0083516483516484,RF_2_RK_C2,0,wdbc
V3,0.0,RF_2_RK_C2,0,wdbc
V4,0.0030769230769231,RF_2_RK_C2,0,wdbc
V5,0.0010989010989011,RF_2_RK_C2,0,wdbc
V6,0.0,RF_2_RK_C2,0,wdbc
V7,0.0068131868131869,RF_2_RK_C2,0,wdbc
V8,0.0213186813186813,RF_2_RK_C2,0,wdbc
V9,0.0013186813186813,RF_2_RK_C2,0,wdbc
V10,-0.0004395604395604,RF_2_RK_C2,0,wdbc
V11,0.0004395604395604,RF_2_RK_C2,0,wdbc
V12,0.0,RF_2_RK_C2,0,wdbc
V13,0.0037362637362638,RF_2_RK_C2,0,wdbc
V14,0.0,RF_2_RK_C2,0,wdbc
V15,0.0,RF_2_RK_C2,0,wdbc
V16,0.0,RF_2_RK_C2,0,wdbc
V17,0.0024175824175825,RF_2_RK_C2,0,wdbc
V18,0.0,RF_2_RK_C2,0,wdbc
V19,0.0,RF_2_RK_C2,0,wdbc
V20,-0.0002197802197802,RF_2_RK_C2,0,wdbc
V21,0.0083516483516484,RF_2_RK_C2,0,wdbc
V22,0.0013186813186813,RF_2_RK_C2,0,wdbc
V23,0.0140659340659341,RF_2_RK_C2,0,wdbc
V24,-0.0017582417582417,RF_2_RK_C2,0,wdbc
V25,0.0030769230769231,RF_2_RK_C2,0,wdbc
V26,0.0,RF_2_RK_C2,0,wdbc
V27,0.0054945054945055,RF_2_RK_C2,0,wdbc
V28,0.0542857142857143,RF_2_RK_C2,0,wdbc
V29,0.0,RF_2_RK_C2,0,wdbc
V30,0.0,RF_2_RK_C2,0,wdbc
V1,0.0,SVC_1_RK_C2,0,wdbc
V2,0.0116483516483517,SVC_1_RK_C2,0,wdbc
V3,0.001978021978022,SVC_1_RK_C2,0,wdbc
V4,0.0030769230769231,SVC_1_RK_C2,0,wdbc
V5,0.0006593406593406,SVC_1_RK_C2,0,wdbc
V6,0.0026373626373626,SVC_1_RK_C2,0,wdbc
V7,0.0004395604395604,SVC_1_RK_C2,0,wdbc
V8,0.0,SVC_1_RK_C2,0,wdbc
V9,0.0,SVC_1_RK_C2,0,wdbc
V10,0.0,SVC_1_RK_C2,0,wdbc
V11,0.0013186813186813,SVC_1_RK_C2,0,wdbc
V12,0.0021978021978021,SVC_1_RK_C2,0,wdbc
V13,0.0010989010989011,SVC_1_RK_C2,0,wdbc
V14,0.0,SVC_1_RK_C2,0,wdbc
V15,0.0008791208791208,SVC_1_RK_C2,0,wdbc
V16,0.0,SVC_1_RK_C2,0,wdbc
V17,0.0,SVC_1_RK_C2,0,wdbc
V18,0.0,SVC_1_RK_C2,0,wdbc
V19,0.0,SVC_1_RK_C2,0,wdbc
V20,0.0,SVC_1_RK_C2,0,wdbc
V21,0.0032967032967033,SVC_1_RK_C2,0,wdbc
V22,0.0065934065934066,SVC_1_RK_C2,0,wdbc
V23,0.1162637362637362,SVC_1_RK_C2,0,wdbc
V24,0.0068131868131868,SVC_1_RK_C2,0,wdbc
V25,0.0087912087912088,SVC_1_RK_C2,0,wdbc
V26,0.0,SVC_1_RK_C2,0,wdbc
V27,0.0076923076923077,SVC_1_RK_C2,0,wdbc
V28,0.0505494505494506,SVC_1_RK_C2,0,wdbc
V29,0.0,SVC_1_RK_C2,0,wdbc
V30,0.0,SVC_1_RK_C2,0,wdbc
V1,0.0,XGB_2_RK_C2,0,wdbc
V2,0.0083516483516484,XGB_2_RK_C2,0,wdbc
V3,0.0,XGB_2_RK_C2,0,wdbc
V4,0.0030769230769231,XGB_2_RK_C2,0,wdbc
V5,0.0010989010989011,XGB_2_RK_C2,0,wdbc
V6,0.0,XGB_2_RK_C2,0,wdbc
V7,0.0068131868131869,XGB_2_RK_C2,0,wdbc
V8,0.0213186813186813,XGB_2_RK_C2,0,wdbc
V9,0.0013186813186813,XGB_2_RK_C2,0,wdbc
V10,-0.0004395604395604,XGB_2_RK_C2,0,wdbc
V11,0.0004395604395604,XGB_2_RK_C2,0,wdbc
V12,0.0,XGB_2_RK_C2,0,wdbc
V13,0.0037362637362638,XGB_2_RK_C2,0,wdbc
V14,0.0,XGB_2_RK_C2,0,wdbc
V15,0.0,XGB_2_RK_C2,0,wdbc
V16,0.0,XGB_2_RK_C2,0,wdbc
V17,0.0024175824175825,XGB_2_RK_C2,0,wdbc
V18,0.0,XGB_2_RK_C2,0,wdbc
V19,0.0,XGB_2_RK_C2,0,wdbc
V20,-0.0002197802197802,XGB_2_RK_C2,0,wdbc
V21,0.0083516483516484,XGB_2_RK_C2,0,wdbc
V22,0.0013186813186813,XGB_2_RK_C2,0,wdbc
V23,0.0140659340659341,XGB_2_RK_C2,0,wdbc
V24,-0.0017582417582417,XGB_2_RK_C2,0,wdbc
V25,0.0030769230769231,XGB_2_RK_C2,0,wdbc
V26,0.0,XGB_2_RK_C2,0,wdbc
V27,0.0054945054945055,XGB_2_RK_C2,0,wdbc
V28,0.0542857142857143,XGB_2_RK_C2,0,wdbc
V29,0.0,XGB_2_RK_C2,0,wdbc
V30,0.0,XGB_2_RK_C2,0,wdbc
V1,0.0,RK_Prec,0,wdbc
V2,0.0134065934065934,RK_Prec,0,wdbc
V3,0.0,RK_Prec,0,wdbc
V4,0.0,RK_Prec,0,wdbc
V5,0.0,RK_Prec,0,wdbc
V6,0.0,RK_Prec,0,wdbc
V7,0.0,RK_Prec,0,wdbc
V8,0.0391208791208791,RK_Prec,0,wdbc
V9,0.0,RK_Prec,0,wdbc
V10,0.0026373626373626,RK_Prec,0,wdbc
V11,0.0,RK_Prec,0,wdbc
V12,0.0,RK_Prec,0,wdbc
V13,0.0043956043956043,RK_Prec,0,wdbc
V14,0.0,RK_Prec,0,wdbc
V15,0.0,RK_Prec,0,wdbc
V16,0.0063736263736263,RK_Prec,0,wdbc
V17,0.0,RK_Prec,0,wdbc
V18,0.0,RK_Prec,0,wdbc
V19,0.0,RK_Prec,0,wdbc
V20,0.0008791208791208,RK_Prec,0,wdbc
V21,0.0123076923076923,RK_Prec,0,wdbc
V22,0.0041758241758241,RK_Prec,0,wdbc
V23,0.0498901098901099,RK_Prec,0,wdbc
V24,0.009010989010989,RK_Prec,0,wdbc
V25,0.0,RK_Prec,0,wdbc
V26,0.0,RK_Prec,0,wdbc
V27,0.0094505494505494,RK_Prec,0,wdbc
V28,0.0593406593406593,RK_Prec,0,wdbc
V29,0.0059340659340659,RK_Prec,0,wdbc
V30,0.0,RK_Prec,0,wdbc
V1,0.0,RF_2_RK_Prec,0,wdbc
V2,0.0134065934065934,RF_2_RK_Prec,0,wdbc
V3,0.0,RF_2_RK_Prec,0,wdbc
V4,0.0,RF_2_RK_Prec,0,wdbc
V5,0.0,RF_2_RK_Prec,0,wdbc
V6,0.0,RF_2_RK_Prec,0,wdbc
V7,0.0,RF_2_RK_Prec,0,wdbc
V8,0.0391208791208791,RF_2_RK_Prec,0,wdbc
V9,0.0,RF_2_RK_Prec,0,wdbc
V10,0.0026373626373626,RF_2_RK_Prec,0,wdbc
V11,0.0,RF_2_RK_Prec,0,wdbc
V12,0.0,RF_2_RK_Prec,0,wdbc
V13,0.0043956043956043,RF_2_RK_Prec,0,wdbc
V14,0.0,RF_2_RK_Prec,0,wdbc
V15,0.0,RF_2_RK_Prec,0,wdbc
V16,0.0063736263736263,RF_2_RK_Prec,0,wdbc
V17,0.0,RF_2_RK_Prec,0,wdbc
V18,0.0,RF_2_RK_Prec,0,wdbc
V19,0.0,RF_2_RK_Prec,0,wdbc
V20,0.0008791208791208,RF_2_RK_Prec,0,wdbc
V21,0.0123076923076923,RF_2_RK_Prec,0,wdbc
V22,0.0041758241758241,RF_2_RK_Prec,0,wdbc
V23,0.0498901098901099,RF_2_RK_Prec,0,wdbc
V24,0.009010989010989,RF_2_RK_Prec,0,wdbc
V25,0.0,RF_2_RK_Prec,0,wdbc
V26,0.0,RF_2_RK_Prec,0,wdbc
V27,0.0094505494505494,RF_2_RK_Prec,0,wdbc
V28,0.0593406593406593,RF_2_RK_Prec,0,wdbc
V29,0.0059340659340659,RF_2_RK_Prec,0,wdbc
V30,0.0,RF_2_RK_Prec,0,wdbc
V1,0.0,SVC_1_RK_Prec,0,wdbc
V2,0.0186813186813187,SVC_1_RK_Prec,0,wdbc
V3,0.0,SVC_1_RK_Prec,0,wdbc
V4,0.0,SVC_1_RK_Prec,0,wdbc
V5,0.0,SVC_1_RK_Prec,0,wdbc
V6,0.0,SVC_1_RK_Prec,0,wdbc
V7,0.0,SVC_1_RK_Prec,0,wdbc
V8,0.0145054945054945,SVC_1_RK_Prec,0,wdbc
V9,0.0,SVC_1_RK_Prec,0,wdbc
V10,0.0,SVC_1_RK_Prec,0,wdbc
V11,0.0,SVC_1_RK_Prec,0,wdbc
