model,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_conditions_count,rules_count,dataset
XGB_0,0.9926136363636364,0.9931972789115646,0.9700460829493088,0.9794520547945204,0.9649307812097654,0.9749635713339516,0.3307413217571224,0.4091839512627503,0.9700460829493088,0.9794520547945204,0.84,0.99,1.2,1760,titanic
RF_0,0.966991341991342,0.9653679653679652,0.9661150920621294,0.9695026006160684,0.9614836884472931,0.9594859006330329,1.8001009282868847,1.8011551981024962,0.9661150920621294,0.9695026006160684,0.77,0.98,2.7,1848,segment
XGB_1,0.9713203463203464,0.9545454545454546,0.9705178817381528,0.9591110363414074,0.9665345506232232,0.9468552460040096,1.8231960524708613,1.764586351517709,0.9705178817381528,0.9591110363414074,0.71,0.99,2.76,1848,segment
RF_0,0.96129656507015,0.9903288201160542,0.6992481203007519,0.4970873786407767,0.5535203205495134,-0.0046638165565486,0.0759818892112801,2.255678008994226e-05,0.6992481203007519,0.4970873786407767,0.25,0.98,3.29,2067,seismic-bumps
XGB_2,0.9719400096758588,0.9787234042553192,0.7803030303030303,0.623019801980198,0.7049076220998065,0.3439843119160226,0.110566174411421,0.0161738683564139,0.7803030303030303,0.623019801980198,0.14,0.98,2.75,2067,seismic-bumps
RF_1,0.914903846153846,0.8442307692307692,0.9150734019188532,0.844169590383562,0.8298360110188763,0.688267858728796,0.4029288354202751,0.2603132724052981,0.9150734019188532,0.844169590383562,0.02,0.99,3.77,2080,madelon
XGB_2,0.9533653846153848,0.8038461538461539,0.9535013293260894,0.8036002427795295,0.906738529523246,0.6073263544427498,0.505653693954877,0.1977881473444995,0.9535013293260894,0.8036002427795295,0.04,0.99,3.88,2080,madelon
RF_1,0.891287284144427,0.9075235109717869,0.8863804677115127,0.9085487154255062,0.8266896929875718,0.8493765705779727,0.6549648536802175,0.7051920365103954,0.8863804677115127,0.9085487154255062,0.62,0.91,2.48,2548,dna
XGB_0,0.933281004709576,0.926332288401254,0.9402983606635824,0.9252202498356344,0.8944089855232857,0.8808888253332697,0.789391872382877,0.7588228770952758,0.9402983606635824,0.9252202498356344,0.7,0.91,3.16,2548,dna
RF_2,0.9216300940438872,0.926332288401254,0.9270633529249336,0.9355377955377956,0.8745737313061657,0.8842570076503239,0.7396871891886743,0.7825651615614853,0.9270633529249336,0.9355377955377956,0.67,0.92,2.41,2552,splice
XGB_1,0.9200626959247648,0.9404388714733544,0.9226390782604617,0.9423921673677326,0.8718111166074937,0.9068323220056952,0.739748896520691,0.8337431780168039,0.9226390782604617,0.9423921673677326,0.66,0.89,2.43,2552,splice
RF_0,0.9354460093896714,0.94375,0.9336385428682336,0.9430913417751272,0.8702437475540328,0.8870687880481134,0.4641691985450489,0.4754840196008556,0.9336385428682336,0.9430913417751272,0.45,0.97,2.13,2556,kr-vs-kp
XGB_1,0.9683098591549296,0.9421875,0.9678489397261534,0.9429211187932118,0.9364588896050088,0.8839670717365739,0.552745620484368,0.4720269505212777,0.9678489397261534,0.9429211187932118,0.39,0.98,2.31,2556,kr-vs-kp
RF_2,0.981658486179282,0.9855371900826446,0.8375535379136656,0.8812624286355764,0.7860981420242775,0.8403280156467234,0.1151115510696155,0.1318886252333846,0.8375535379136656,0.8812624286355764,0.34,1.0,1.76,3871,wilt
XGB_1,0.9832084732627228,0.981404958677686,0.8568886785693279,0.87907995618839,0.8093136686514748,0.8137785092875617,0.1218410437129319,0.1311150791201144,0.8568886785693279,0.87907995618839,0.33,1.0,1.81,3871,wilt
RF_0,0.9065,0.916,0.6544186861943871,0.678597731624687,0.4335543329685766,0.4801980198019802,0.0843273378031246,0.0864711773358288,0.6544186861943871,0.678597731624687,0.39,0.97,3.36,4000,churn
XGB_2,0.9265,0.936,0.7252336448598131,0.7494279176201373,0.5868073489264369,0.6319131314990338,0.1356038037146424,0.1427256228385728,0.7252336448598131,0.7494279176201373,0.15,0.99,3.91,4000,churn
RF_2,0.8577376821651631,0.8593894542090657,0.8175056153493365,0.821345683617224,0.651650478720261,0.6536877558160612,0.2079071721037453,0.2078090995486911,0.8175056153493365,0.821345683617224,0.25,0.98,3.74,4323,phoneme
XGB_2,0.8568123987971317,0.845513413506013,0.8255051260810633,0.8102524585351534,0.6558155107124799,0.6277079934915355,0.2116812859349496,0.1927083832937008,0.8255051260810633,0.8102524585351534,0.2,0.98,3.57,4323,phoneme
RF_0,0.9846471127406048,0.9789377289377288,0.9685829352369612,0.9699901598766434,0.9767648178840048,0.968119418899107,1.1030501582092025,1.0810982240009988,0.9685829352369612,0.9699901598766434,0.63,0.99,3.73,4364,wall-robot-navigation
XGB_0,0.9828139321723188,0.9771062271062272,0.973976036987487,0.977289026281286,0.9740070832881984,0.9652791467572884,1.0931925280449326,1.0701430406262609,0.973976036987487,0.977289026281286,0.61,0.99,3.17,4364,wall-robot-navigation
RF_1,0.9699953839052162,0.9649230769230768,0.9696452937679156,0.964804179446806,0.9398773251782264,0.9297374056433096,0.5586608475636199,0.5404752857981743,0.9696452937679156,0.964804179446806,0.69,0.98,1.48,6499,mushroom
XGB_2,0.9747653485151562,0.968,0.974591049989996,0.9680011103930972,0.949452461261396,0.935915617932706,0.5749223993654957,0.5509048035716626,0.974591049989996,0.9680011103930972,0.67,0.99,1.74,6499,mushroom
RF_2,0.91576647651414,0.9218446601941748,0.9133684899243026,0.9194056253387762,0.8986436561929974,0.9059589572065904,1.4801621629872102,1.495710912396252,0.9133684899243026,0.9194056253387762,0.52,0.95,2.89,8239,har
RF_1,0.885780436040903,0.9031635802469136,0.6817483927671785,0.6918502976711366,0.8309635797530537,0.8562346131468058,0.8556249477157605,0.8717622378371068,0.6817483927671785,0.6918502976711366,0.47,0.96,2.67,10366,nursery
RF_2,0.9243435369215146,0.9376178732047004,0.906563132440318,0.9235752381851824,0.8143060276685323,0.8466277763622594,0.3379173213735285,0.3701935828795527,0.906563132440318,0.9235752381851824,0.58,0.96,2.72,27572,nomao
XGB_2,0.927317568547802,0.9332656318003772,0.9075998333644716,0.9160521317945864,0.8206464729034146,0.8356770967212326,0.3431412229397086,0.3585643640603395,0.9075998333644716,0.9160521317945864,0.54,0.96,3.62,27572,nomao
