model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,dataset,model,approx,filter_key
SVC,0,RK,C2,0.9413919413919414,0.9416058394160584,0.9743277152210672,0.9706225791752108,0.9355996800625132,0.9359476360236104,2.4555162211180166,2.4693202693994705,0.9743277152210672,0.9706225791752108,soybean,SVC_0,RK_C2,soybean_SVC_0
SVC,0,RK,Corr,0.9688644688644688,0.9635036496350364,0.9833525200561212,0.977358168147642,0.9657089658382684,0.9599204259551812,2.513783698425095,2.5250122729951423,0.9833525200561212,0.977358168147642,soybean,SVC_0,RK_Corr,soybean_SVC_0
SVC,0,RK,Prec,0.9432234432234432,0.8759124087591241,0.9731483313547024,0.903673957621326,0.9375914871337288,0.8636975478433897,2.466676667191306,2.276122359073616,0.9731483313547024,0.903673957621326,soybean,SVC_0,RK_Prec,soybean_SVC_0
XGB,2,RK,C2,0.9166666666666666,0.8623188405797102,0.9160136628491058,0.8647008728975942,0.8302923366884549,0.7232425585813806,0.398385327436401,0.2932469109421668,0.9160136628491058,0.8647008728975942,credit-a,XGB_2,RK_C2,credit-a_XGB_2
XGB,2,RK,Corr,0.8532608695652174,0.8260869565217391,0.8348603576451679,0.8117947626144347,0.691019155817232,0.6388222464558342,0.2817240027647768,0.23313875133603537,0.8348603576451679,0.8117947626144347,credit-a,XGB_2,RK_Corr,credit-a_XGB_2
XGB,2,RK,Prec,0.9818840579710144,0.9057971014492754,0.981514968856741,0.907068341494571,0.963029937713482,0.8099978818047024,0.5927031046308511,0.3790660617119537,0.981514968856741,0.907068341494571,credit-a,XGB_2,RK_Prec,credit-a_XGB_2
RF,2,RK,C2,0.9166666666666666,0.9420289855072465,0.9160136628491058,0.941919191919192,0.8302923366884549,0.8838383838383839,0.398385327436401,0.4709121172436542,0.9160136628491058,0.941919191919192,credit-a,RF_2,RK_C2,credit-a_RF_2
RF,2,RK,Corr,0.8532608695652174,0.8333333333333334,0.8348603576451679,0.827020202020202,0.691019155817232,0.6619808306709265,0.2817240027647768,0.27604657370883623,0.8348603576451679,0.827020202020202,credit-a,RF_2,RK_Corr,credit-a_RF_2
RF,2,RK,Prec,0.9818840579710144,0.927536231884058,0.981514968856741,0.9267676767676768,0.963029937713482,0.854614412136536,0.5927031046308511,0.43287994725953505,0.981514968856741,0.9267676767676768,credit-a,RF_2,RK_Prec,credit-a_RF_2
SVC,0,RK,C2,0.6630434782608695,0.6304347826086957,0.7159322510366153,0.7086956521739131,0.26422152470224014,0.23880597014925375,0.05464365949661409,0.05154530841768082,0.7159322510366153,0.7086956521739131,credit-a,SVC_0,RK_C2,credit-a_SVC_0
SVC,0,RK,Corr,0.769927536231884,0.7536231884057971,0.7716283646074917,0.7652173913043478,0.3981662717626456,0.3742331288343558,0.08935920636515916,0.08356247972358533,0.7716283646074917,0.7652173913043478,credit-a,SVC_0,RK_Corr,credit-a_SVC_0
SVC,0,RK,Prec,0.6702898550724637,0.644927536231884,0.7202895495115609,0.7173913043478262,0.27241124581758125,0.25380710659898487,0.05687486648099302,0.05573992480568106,0.7202895495115609,0.7173913043478262,credit-a,SVC_0,RK_Prec,credit-a_SVC_0
XGB,0,RK,C2,0.9803220035778176,0.9714285714285714,0.982492918641501,0.9664349076959962,0.9572341653742098,0.9328698153919924,0.5608450372413687,0.4894296253226264,0.982492918641501,0.9664349076959962,breast-w,XGB_0,RK_C2,breast-w_XGB_0
XGB,0,RK,Corr,0.9767441860465116,0.9714285714285714,0.9785736321058978,0.9729081754974828,0.9494585590786117,0.9337278106508876,0.5465782946478631,0.4984351635801538,0.9785736321058978,0.9729081754974828,breast-w,XGB_0,RK_Corr,breast-w_XGB_0
XGB,0,RK,Prec,0.992844364937388,0.9714285714285714,0.9921614269287936,0.9729081754974828,0.9843228538575876,0.9337278106508876,0.606779661848481,0.4984351635801538,0.9921614269287936,0.9729081754974828,breast-w,XGB_0,RK_Prec,breast-w_XGB_0
RF,1,RK,C2,0.9749552772808586,0.9857142857142858,0.977195423623995,0.977777777777778,0.9455135345883926,0.9668639053254438,0.5402694536213686,0.55835326122807,0.977195423623995,0.977777777777778,breast-w,RF_1,RK_C2,breast-w_RF_1
RF,1,RK,Corr,0.9713774597495528,0.9857142857142858,0.9732669927475122,0.983625730994152,0.9377297538153058,0.967251461988304,0.5269761941792022,0.5540554221975349,0.9732669927475122,0.983625730994152,breast-w,RF_1,RK_Corr,breast-w_RF_1
RF,1,RK,Prec,0.9874776386404294,1,0.986837296902232,1,0.9725332191516394,1,0.5817986984624053,0.6279415887399057,0.986837296902232,1,breast-w,RF_1,RK_Prec,breast-w_RF_1
SVC,0,RK,C2,0.9910554561717352,0.9714285714285714,0.9908604084795484,0.9614035087719298,0.9806827056652544,0.9337278106508876,0.6051390865856068,0.4984351635801538,0.9908604084795484,0.9614035087719298,breast-w,SVC_0,RK_C2,breast-w_SVC_0
SVC,0,RK,Corr,0.9874776386404294,0.9714285714285714,0.9869928599103336,0.967251461988304,0.9729557879313562,0.9345029239766082,0.5890264203712401,0.5002118017299059,0.9869928599103336,0.967251461988304,breast-w,SVC_0,RK_Corr,breast-w_SVC_0
SVC,0,RK,Prec,0.97853309481216455,0.9714285714285714,0.9736190291692036,0.967251461988304,0.9532927627456168,0.9345029239766082,0.5520458449737957,0.5002118017299059,0.9736190291692036,0.967251461988304,breast-w,SVC_0,RK_Prec,breast-w_SVC_0
XGB,0,RK,C2,0.9120521172638436,0.9285714285714286,0.8982695139911635,0.920390070921986,0.796539027982327,0.8484523170513508,0.3330965758879444,0.4112618218145977,0.8982695139911635,0.920390070921986,diabetes,XGB_0,RK_C2,diabetes_XGB_0
XGB,0,RK,Corr,0.8306188925081434,0.8961038961038961,0.8290378006872852,0.8907801418439716,0.6267826249590873,0.7815602836879433,0.2065077888087152,0.3379190892805157,0.8290378006872852,0.8907801418439716,diabetes,XGB_0,RK_Corr,diabetes_XGB_0
XGB,0,RK,Prec,0.9267100977198696,0.9025974025974026,0.9048232695139912,0.8870567375886524,0.8268471517202481,0.790798768339069,0.3620470233325532,0.35072574200109796,0.9048232695139912,0.8870567375886524,diabetes,XGB_0,RK_Prec,diabetes_XGB_0
RF,2,RK,C2,0.8745928338762216,0.9415584415584416,0.8511643426644655,0.9387755102040816,0.7173281356499694,0.8742058449809402,0.2691374677815912,0.43722142360749455,0.8511643426644655,0.9387755102040816,diabetes,RF_2,RK_C2,diabetes_RF_2
RF,2,RK,Corr,0.7899022801302932,0.922077922077922,0.7775221570486928,0.923469387755102,0.5448506510671065,0.8341708542713568,0.1516293646009218,0.39507833368821155,0.7775221570486928,0.923469387755102,diabetes,RF_2,RK_Corr,diabetes_RF_2
RF,2,RK,Prec,0.9348534201954396,0.9285714285714286,0.909404891527051,0.917091836734694,0.8506391622170597,0.8438709677419355,0.4145576878354927,0.3982272869496929,0.909404891527051,0.917091836734694,diabetes,RF_2,RK_Prec,diabetes_RF_2
SVC,1,RK,C2,0.87622149837133545,0.922077922077922,0.8709891598915989,0.9191919191919192,0.7012165450121655,0.8316633266533067,0.2498462609791242,0.38599924158875176,0.8709891598915989,0.9191919191919192,diabetes,SVC_1,RK_C2,diabetes_SVC_1
SVC,1,RK,Corr,0.8631921824104235,0.8896103896103896,0.8892276422764227,0.8898989898989899,0.6901895768759461,0.7643564356435644,0.2743439426739853,0.3212491315034777,0.8892276422764227,0.8898989898989899,diabetes,SVC_1,RK_Corr,diabetes_SVC_1
SVC,1,RK,Prec,0.8355048859934854,0.8831168831168831,0.8044579945799457,0.8686868686868687,0.5917176904338666,0.7433808553971486,0.16821236727642025,0.29394335842490804,0.8044579945799457,0.8686868686868687,diabetes,SVC_1,RK_Prec,diabetes_SVC_1
