model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,dataset,model,approx,filter_key
XGB,1,RK,Prec,0.9791666666666666,0.8666666666666667,0.979172023825198,0.8674731906492573,0.9749904911763326,0.8398799099324493,1.6926151309688544,1.3866417347687294,0.979172023825198,0.8674731906492573,kdd-synthetic-control,XGB_1,RK_Prec,kdd-synthetic-control_XGB_1
RF,0,RK,C2,0.9791666666666666,0.8833333333333333,0.9788309508338748,0.8865874725176113,0.9749887970653522,0.8599533177725909,1.7030774836786775,1.419601700571142,0.9788309508338748,0.8865874725176113,kdd-synthetic-control,RF_0,RK_C2,kdd-synthetic-control_RF_0
RF,0,RK,Corr,0.9833333333333332,0.9083333333333332,0.9836859784818284,0.9031724398378724,0.9799943734175236,0.8897611491565057,1.7174205142763024,1.4772800684771703,0.9836859784818284,0.9031724398378724,kdd-synthetic-control,RF_0,RK_Corr,kdd-synthetic-control_RF_0
RF,0,RK,Prec,0.9791666666666666,0.8666666666666667,0.979172023825198,0.8674731906492573,0.9749904911763326,0.8398799099324493,1.6926151309688544,1.3866417347687294,0.979172023825198,0.8674731906492573,kdd-synthetic-control,RF_0,RK_Prec,kdd-synthetic-control_RF_0
SVC,0,RK,C2,0.975,0.9,0.9747823678379234,0.903335838530683,0.969993123424118,0.87995998666222075,1.6916562852429733,1.4614141089207475,0.9747823678379234,0.903335838530683,kdd-synthetic-control,SVC_0,RK_C2,kdd-synthetic-control_SVC_0
SVC,0,RK,Corr,0.9791666666666666,0.8916666666666667,0.9794124742083242,0.8864240738248007,0.9749968746093262,0.869717721730416,1.6980428887369126,1.4228605191064472,0.9794124742083242,0.8864240738248007,kdd-synthetic-control,SVC_0,RK_Corr,kdd-synthetic-control_SVC_0
SVC,0,RK,Prec,0.975,0.8666666666666667,0.974954749871082,0.8674731906492573,0.9699942176356902,0.8398799099324493,1.6772157189813073,1.3866417347687294,0.974954749871082,0.8674731906492573,kdd-synthetic-control,SVC_0,RK_Prec,kdd-synthetic-control_SVC_0
XGB,2,RK,C2,0.904,0.848,0.6887922102987852,0.6405309250136836,0.8230062390300742,0.7135102533172497,0.542528575908496,0.3611171684656917,0.6887922102987852,0.6405309250136836,balance-scale,XGB_2,RK_C2,balance-scale_XGB_2
XGB,2,RK,Corr,0.86,0.832,0.6425111028033942,0.5871647509578545,0.7416344940096111,0.6813160131115698,0.40974747483021257,0.31629319002157136,0.6425111028033942,0.5871647509578545,balance-scale,XGB_2,RK_Corr,balance-scale_XGB_2
XGB,2,RK,Prec,0.9,0.904,0.6639820027231337,0.6803776683087027,0.8146418138410665,0.8194076571153384,0.5257729127203017,0.5209741176621554,0.6639820027231337,0.6803776683087027,balance-scale,XGB_2,RK_Prec,balance-scale_XGB_2
RF,2,RK,C2,0.904,0.84,0.6887922102987852,0.5987179487179487,0.8230062390300742,0.6982498491249245,0.542528575908496,0.3548881998762678,0.6887922102987852,0.5987179487179487,balance-scale,RF_2,RK_C2,balance-scale_RF_2
RF,2,RK,Corr,0.86,0.824,0.6425111028033942,0.5858974358974359,0.7416344940096111,0.6657754010695187,0.40974747483021257,0.3013551923888746,0.6425111028033942,0.5858974358974359,balance-scale,RF_2,RK_Corr,balance-scale_RF_2
RF,2,RK,Prec,0.9,0.856,0.6639820027231337,0.6141025641025641,0.8146418138410665,0.7317916318989153,0.5257729127203017,0.4175680685062069,0.6639820027231337,0.6141025641025641,balance-scale,RF_2,RK_Prec,balance-scale_RF_2
SVC,1,RK,C2,0.836,0.784,0.6576634399551066,0.6368606701940035,0.7112350687401398,0.6304204993429698,0.4521486897603376,0.3888126166205693,0.6576634399551066,0.6368606701940035,balance-scale,SVC_1,RK_C2,balance-scale_SVC_1
SVC,1,RK,Corr,0.81,0.76,0.6302995230078564,0.6081481481481482,0.6649455448338131,0.5878667985492911,0.3796063513262281,0.3335412761802975,0.6302995230078564,0.6081481481481482,balance-scale,SVC_1,RK_Corr,balance-scale_SVC_1
SVC,1,RK,Prec,0.836,0.792,0.6465277777777777,0.6353086419753087,0.7098782904047551,0.6453513749454387,0.4510402998235557,0.44767079083749506,0.6465277777777777,0.6353086419753087,balance-scale,SVC_1,RK_Prec,balance-scale_SVC_1
XGB,0,RK,C2,0.967032967032967,0.9416058394160584,0.9812858256149584,0.943343653250774,0.9638060374829212,0.936089567904834,2.520339344846883,2.4743420930872686,0.9812858256149584,0.943343653250774,soybean,XGB_0,RK_C2,soybean_XGB_0
XGB,0,RK,Corr,0.957875457875458,0.948905109489051,0.975064059571102,0.9688338493292052,0.9537161938037636,0.9440881529850746,2.4915410230933244,2.5186937542612093,0.975064059571102,0.9688338493292052,soybean,XGB_0,RK_Corr,soybean_XGB_0
XGB,0,RK,Prec,0.9688644688644688,0.9051094890510948,0.9799109547071,0.8862745098039216,0.965785186113548,0.8958235844642022,2.527358089099364,2.349665521696365,0.9799109547071,0.8862745098039216,soybean,XGB_0,RK_Prec,soybean_XGB_0
RF,1,RK,C2,0.9597069597069596,0.927007299270073,0.9785310567194982,0.9389306599832916,0.9557661927330174,0.9200606838604272,2.4983261404401342,2.428505695020291,0.9785310567194982,0.9389306599832916,soybean,RF_1,RK_C2,soybean_RF_1
RF,1,RK,Corr,0.9487179487179488,0.9343065693430656,0.9722405583218394,0.9640768588137008,0.9436835552150176,0.9280504172258855,2.4747289452781005,2.4627384192517505,0.9722405583218394,0.9640768588137008,soybean,RF_1,RK_Corr,soybean_RF_1
RF,1,RK,Prec,0.9816849816849816,0.8832116788321168,0.9845672821804572,0.8804511278195488,0.9798710419500758,0.8717228464419475,2.561299428383495,2.2856777133298065,0.9845672821804572,0.8804511278195488,soybean,RF_1,RK_Prec,soybean_RF_1
